"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"at HOU","3 out of 5 stars","A+","15.8"
"2","Mark Andrews",BAL,"at CLE","3 out of 5 stars","A","11.9"
"3","T.J. Hockenson",MIN,"vs. IND","4 out of 5 stars","A","10.8"
"4","Dalton Schultz",DAL,"at JAC","4 out of 5 stars","B+","10.1"
"5","George Kittle",SF,"at SEA","4 out of 5 stars","B+","9.9"
"6","David Njoku",CLE,"vs. BAL","4 out of 5 stars","B","9.3"
"7","Pat Freiermuth",PIT,"at CAR","3 out of 5 stars","B-","8.2"
"8","Greg Dulcich",DEN,"vs. ARI","4 out of 5 stars","B-","8.1"
"9","Evan Engram",JAC,"vs. DAL","1 out of 5 stars","C+","7.7"
"10","Gerald Everett",LAC,"vs. TEN","4 out of 5 stars","C+","7.2"
"11","Cole Kmet",CHI,"vs. PHI","3 out of 5 stars","C","7.0"
"12","Taysom Hill",NO,"vs. ATL","3 out of 5 stars","C","6.7"
"13","Dawson Knox",BUF,"vs. MIA","4 out of 5 stars","C-","6.4"
"14","Chigoziem Okonkwo",TEN,"at LAC","3 out of 5 stars","C-","6.4"
"15","Tyler Conklin",NYJ,"vs. DET","4 out of 5 stars","D+","6.3"
"16","Hunter Henry",NE,"at LV","5 out of 5 stars","D+","6.2"
"17","Tyler Higbee",LAR,"at GB","4 out of 5 stars","D","6.0"
"18","Austin Hooper",TEN,"at LAC","3 out of 5 stars","D-","6.0"
"19","Noah Fant",SEA,"vs. SF","2 out of 5 stars","D-","6.0"
"20","Jordan Akins",HOU,"vs. KC","4 out of 5 stars","F","5.2"
"21","Cade Otton",TB,"vs. CIN","2 out of 5 stars","F","5.2"
"22","Foster Moreau",LV,"vs. NE","4 out of 5 stars","F","5.1"
"23","Daniel Bellinger",NYG,"at WAS","1 out of 5 stars","F","5.0"
"24","Robert Tonyan",GB,"vs. LAR","3 out of 5 stars","F","5.0"
"25","Logan Thomas",WAS,"vs. NYG","4 out of 5 stars","F","5.0"
"26","Will Dissly",SEA,"vs. SF","2 out of 5 stars","F","5.0"
"27","Mike Gesicki",MIA,"at BUF","2 out of 5 stars","F","4.8"
"28","Juwan Johnson",NO,"vs. ATL","3 out of 5 stars","F","4.7"
"29","Jelani Woods",IND,"at MIN","4 out of 5 stars","F","4.6"
"30","Trey McBride",ARI,"at DEN","2 out of 5 stars","F","4.1"
"31","Cameron Brate",TB,"vs. CIN","2 out of 5 stars","F","4.0"
"32","Dallas Goedert",PHI,"at CHI","3 out of 5 stars","D","4.0"
"33","Jonnu Smith",NE,"at LV","5 out of 5 stars","F","3.7"
"34","Brock Wright",DET,"at NYJ","3 out of 5 stars","F","3.5"
"35","Harrison Bryant",CLE,"vs. BAL","4 out of 5 stars","F","3.5"
"36","Jack Stoll",PHI,"at CHI","3 out of 5 stars","F","3.5"
"37","Darren Waller",LV,"vs. NE","4 out of 5 stars","F","3.4"
"38","Kylen Granson",IND,"at MIN","4 out of 5 stars","F","3.4"
"39","Isaiah Likely",BAL,"at CLE","3 out of 5 stars","F","3.3"
"40","Noah Gray",KC,"at HOU","3 out of 5 stars","F","3.2"
"41","Mitchell Wilcox",CIN,"at TB","3 out of 5 stars","F","3.1"
"42","Adam Trautman",NO,"vs. ATL","3 out of 5 stars","F","3.1"
"43","Mo Alie-Cox",IND,"at MIN","4 out of 5 stars","F","2.9"
"44","C.J. Uzomah",NYJ,"vs. DET","4 out of 5 stars","F","2.9"
"45","Anthony Firkser",ATL,"at NO","1 out of 5 stars","F","2.8"
"46","Tommy Tremble",CAR,"vs. PIT","3 out of 5 stars","F","2.8"
"47","Ian Thomas",CAR,"vs. PIT","3 out of 5 stars","F","2.8"
"48","Brevin Jordan",HOU,"vs. KC","4 out of 5 stars","F","2.8"
"49","MyCole Pruitt",ATL,"at NO","1 out of 5 stars","F","2.7"
"50","Jody Fortson",KC,"at HOU","3 out of 5 stars","F","2.7"
"51","John Bates",WAS,"vs. NYG","4 out of 5 stars","F","2.6"
"52","Grant Calcaterra",PHI,"at CHI","3 out of 5 stars","F","2.6"
"53","James Mitchell",DET,"at NYJ","3 out of 5 stars","F","2.5"
"54","Nick Vannett",NYG,"at WAS","1 out of 5 stars","F","2.5"
"55","Colby Parkinson",SEA,"vs. SF","2 out of 5 stars","F","2.4"
"56","Teagan Quitoriano",HOU,"vs. KC","4 out of 5 stars","F","2.4"
"57","Zach Gentry",PIT,"at CAR","3 out of 5 stars","F","2.4"
"58","Durham Smythe",MIA,"at BUF","2 out of 5 stars","F","2.3"
"59","Eric Saubert",DEN,"vs. ARI","4 out of 5 stars","F","2.3"
"60","Parker Hesse",ATL,"at NO","1 out of 5 stars","F","2.3"
"61","Johnny Mundt",MIN,"vs. IND","4 out of 5 stars","F","2.3"
"62","Connor Heyward",PIT,"at CAR","3 out of 5 stars","F","2.2"
"63","Josh Oliver",BAL,"at CLE","3 out of 5 stars","F","2.1"
"64","Dan Arnold",JAC,"vs. DAL","1 out of 5 stars","F","1.9"
"65","Tre' McKitty",LAC,"vs. TEN","4 out of 5 stars","F","1.9"
"66","Josiah Deguara",GB,"vs. LAR","3 out of 5 stars","F","1.8"
