"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"vs. BUF","2 out of 5 stars","A+","14.5"
"2","Mark Andrews",BAL,"at NYG","3 out of 5 stars","A","14.5"
"3","Zach Ertz",ARI,"at SEA","5 out of 5 stars","A","10.5"
"4","Dallas Goedert",PHI,"vs. DAL","2 out of 5 stars","A-","10.3"
"5","Tyler Higbee",LAR,"vs. CAR","4 out of 5 stars","B+","10.0"
"6","George Kittle",SF,"at ATL","3 out of 5 stars","B","9.8"
"7","David Njoku",CLE,"vs. NE","3 out of 5 stars","B","8.0"
"8","Gerald Everett",LAC,"vs. DEN","3 out of 5 stars","B-","7.9"
"9","Hayden Hurst",CIN,"at NO","1 out of 5 stars","C+","6.5"
"10","Taysom Hill",NO,"vs. CIN","3 out of 5 stars","C+","6.4"
"11","Evan Engram",JAC,"at IND","5 out of 5 stars","C","6.4"
"12","Irv Smith Jr.",MIN,"at MIA","4 out of 5 stars","C-","6.3"
"13","Robert Tonyan",GB,"vs. NYJ","3 out of 5 stars","C-","6.2"
"14","Tyler Conklin",NYJ,"at GB","3 out of 5 stars","D+","6.2"
"15","Hunter Henry",NE,"at CLE","2 out of 5 stars","D+","5.9"
"16","Kyle Pitts",ATL,"vs. SF","3 out of 5 stars","C-","5.2"
"17","Will Dissly",SEA,"vs. ARI","4 out of 5 stars","D","4.9"
"18","Cole Kmet",CHI,"vs. WAS","2 out of 5 stars","D","4.9"
"19","Noah Fant",SEA,"vs. ARI","4 out of 5 stars","D","4.8"
"20","Daniel Bellinger",NYG,"vs. BAL","4 out of 5 stars","D-","4.8"
"21","Mo Alie-Cox",IND,"vs. JAC","3 out of 5 stars","D-","4.6"
"22","Mike Gesicki",MIA,"vs. MIN","4 out of 5 stars","F","4.5"
"23","Juwan Johnson",NO,"vs. CIN","3 out of 5 stars","F","4.5"
"24","Cade Otton",TB,"at PIT","3 out of 5 stars","F","4.4"
"25","John Bates",WAS,"at CHI","4 out of 5 stars","F","4.2"
"26","Dalton Schultz",DAL,"at PHI","3 out of 5 stars","F","4.0"
"27","Isaiah Likely",BAL,"at NYG","3 out of 5 stars","F","3.9"
"28","Harrison Bryant",CLE,"vs. NE","3 out of 5 stars","F","3.8"
"29","Adam Trautman",NO,"vs. CIN","3 out of 5 stars","F","3.6"
"30","Ian Thomas",CAR,"at LAR","1 out of 5 stars","F","3.5"
"31","Dawson Knox",BUF,"at KC","3 out of 5 stars","F","3.5"
"32","Albert Okwuegbunam",DEN,"at LAC","3 out of 5 stars","F","3.3"
"33","Noah Gray",KC,"vs. BUF","2 out of 5 stars","F","3.3"
"34","Tommy Tremble",CAR,"at LAR","1 out of 5 stars","F","3.3"
"35","Cameron Brate",TB,"at PIT","3 out of 5 stars","F","2.9"
"36","Quintin Morris",BUF,"at KC","3 out of 5 stars","F","2.8"
