"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cooper Kupp",LAR,"vs. SF","4 out of 5 stars","A+","17.3"
"2","Justin Jefferson",MIN,"vs. ARI","2 out of 5 stars","A+","17.3"
"3","Tyreek Hill",MIA,"at DET","3 out of 5 stars","A+","16.9"
"4","Stefon Diggs",BUF,"vs. GB","3 out of 5 stars","A+","16.4"
"5","Davante Adams",LV,"at NO","3 out of 5 stars","A+","16.1"
"6","DeAndre Hopkins",ARI,"at MIN","4 out of 5 stars","A","15.2"
"7","CeeDee Lamb",DAL,"vs. CHI","3 out of 5 stars","A","14.0"
"8","Tee Higgins",CIN,"at CLE","3 out of 5 stars","A","14.0"
"9","A.J. Brown",PHI,"vs. PIT","4 out of 5 stars","A","14.0"
"10","Mike Evans",TB,"vs. BAL","3 out of 5 stars","A","13.8"
"11","Jaylen Waddle",MIA,"at DET","3 out of 5 stars","A","13.6"
"12","Amon-Ra St. Brown",DET,"vs. MIA","2 out of 5 stars","A","13.4"
"13","Chris Olave",NO,"vs. LV","3 out of 5 stars","A","13.2"
"14","Chris Godwin",TB,"vs. BAL","3 out of 5 stars","A","13.1"
"15","Gabe Davis",BUF,"vs. GB","3 out of 5 stars","A","12.7"
"16","Tyler Lockett",SEA,"vs. NYG","2 out of 5 stars","A","12.2"
"17","Amari Cooper",CLE,"vs. CIN","2 out of 5 stars","A","12.1"
"18","DJ Moore",CAR,"at ATL","4 out of 5 stars","A-","11.8"
"19","Michael Pittman Jr.",IND,"vs. WAS","4 out of 5 stars","A-","11.5"
"20","DeVonta Smith",PHI,"vs. PIT","4 out of 5 stars","A-","11.2"
"21","Brandon Aiyuk",SF,"at LAR","3 out of 5 stars","A-","11.1"
"22","Tyler Boyd",CIN,"at CLE","3 out of 5 stars","B+","11.1"
"23","Courtland Sutton",DEN,"at JAC","4 out of 5 stars","B","10.9"
"24","Christian Kirk",JAC,"vs. DEN","2 out of 5 stars","B","10.9"
"25","Terry McLaurin",WAS,"at IND","4 out of 5 stars","B","10.5"
"26","Brandin Cooks",HOU,"vs. TEN","3 out of 5 stars","B","10.4"
"27","Adam Thielen",MIN,"vs. ARI","2 out of 5 stars","B","10.2"
"28","Jakobi Meyers",NE,"at NYJ","3 out of 5 stars","B","10.0"
"29","Diontae Johnson",PIT,"at PHI","2 out of 5 stars","B","9.8"
"30","Jerry Jeudy",DEN,"at JAC","4 out of 5 stars","B-","9.8"
"31","Curtis Samuel",WAS,"at IND","4 out of 5 stars","B-","9.3"
"32","Rashod Bateman",BAL,"at TB","3 out of 5 stars","B-","9.1"
"33","George Pickens",PIT,"at PHI","2 out of 5 stars","B-","8.8"
"34","Drake London",ATL,"vs. CAR","3 out of 5 stars","C+","8.4"
"35","Wan'Dale Robinson",NYG,"at SEA","3 out of 5 stars","C+","8.3"
"36","Darnell Mooney",CHI,"at DAL","4 out of 5 stars","C+","8.2"
"37","Robert Woods",TEN,"at HOU","3 out of 5 stars","C+","8.0"
"38","Romeo Doubs",GB,"at BUF","3 out of 5 stars","C+","7.8"
"39","Michael Gallup",DAL,"vs. CHI","3 out of 5 stars","C","7.8"
"40","Rondale Moore",ARI,"at MIN","4 out of 5 stars","C","7.6"
"41","Garrett Wilson",NYJ,"vs. NE","4 out of 5 stars","C","7.6"
"42","Hunter Renfrow",LV,"at NO","3 out of 5 stars","C","7.5"
"43","Chase Claypool",PIT,"at PHI","2 out of 5 stars","C","7.4"
"44","Zay Jones",JAC,"vs. DEN","2 out of 5 stars","C","7.4"
"45","Josh Reynolds",DET,"vs. MIA","2 out of 5 stars","C","7.3"
"46","Donovan Peoples-Jones",CLE,"vs. CIN","2 out of 5 stars","C","7.2"
"47","Isaiah McKenzie",BUF,"vs. GB","3 out of 5 stars","C","7.0"
"48","Alec Pierce",IND,"vs. WAS","4 out of 5 stars","C","6.9"
"49","Devin Duvernay",BAL,"at TB","3 out of 5 stars","C","6.9"
"50","Allen Robinson II",LAR,"vs. SF","4 out of 5 stars","C","6.7"
"51","Darius Slayton",NYG,"at SEA","3 out of 5 stars","C-","6.7"
"52","DeVante Parker",NE,"at NYJ","3 out of 5 stars","C-","6.6"
"53","Mack Hollins",LV,"at NO","3 out of 5 stars","C-","6.6"
"54","Parris Campbell",IND,"vs. WAS","4 out of 5 stars","C-","6.5"
"55","Marquise Goodwin",SEA,"vs. NYG","2 out of 5 stars","C-","6.5"
"56","Tyquan Thornton",NE,"at NYJ","3 out of 5 stars","D+","6.5"
"57","Marvin Jones Jr.",JAC,"vs. DEN","2 out of 5 stars","D","6.5"
"58","Sammy Watkins",GB,"at BUF","3 out of 5 stars","D+","6.4"
"59","Tre'Quan Smith",NO,"vs. LV","3 out of 5 stars","D","6.3"
"60","Olamide Zaccheaus",ATL,"vs. CAR","3 out of 5 stars","D","6.2"
"61","Noah Brown",DAL,"vs. CHI","3 out of 5 stars","D","6.1"
"62","Terrace Marshall Jr.",CAR,"at ATL","4 out of 5 stars","D-","5.9"
"63","Elijah Moore",NYJ,"vs. NE","4 out of 5 stars","D","5.9"
"64","Marquez Callaway",NO,"vs. LV","3 out of 5 stars","D-","5.9"
"65","K.J. Osborn",MIN,"vs. ARI","2 out of 5 stars","F","5.8"
"66","Braxton Berrios",NYJ,"vs. NE","4 out of 5 stars","F","5.7"
"67","Nick Westbrook-Ikhine",TEN,"at HOU","3 out of 5 stars","F","5.6"
"68","Robbie Anderson",ARI,"at MIN","4 out of 5 stars","F","5.6"
"69","Jauan Jennings",SF,"at LAR","3 out of 5 stars","F","5.6"
"70","Kalif Raymond",DET,"vs. MIA","2 out of 5 stars","F","5.5"
"71","K.J. Hamler",DEN,"at JAC","4 out of 5 stars","F","5.5"
"72","Van Jefferson",LAR,"vs. SF","4 out of 5 stars","F","5.3"
"73","Richie James Jr.",NYG,"at SEA","3 out of 5 stars","F","5.3"
"74","Dante Pettis",CHI,"at DAL","4 out of 5 stars","F","5.2"
"75","Phillip Dorsett II",HOU,"vs. TEN","3 out of 5 stars","F","4.8"
"76","Equanimeous St. Brown",CHI,"at DAL","4 out of 5 stars","F","4.7"
"77","Ray-Ray McCloud",SF,"at LAR","3 out of 5 stars","F","4.7"
"78","Chris Moore",HOU,"vs. TEN","3 out of 5 stars","F","4.7"
"79","Ben Skowronek",LAR,"vs. SF","4 out of 5 stars","F","4.6"
"80","Shi Smith",CAR,"at ATL","4 out of 5 stars","F","4.5"
"81","Trent Sherfield",MIA,"at DET","3 out of 5 stars","F","4.3"
"82","Marcus Johnson",NYG,"at SEA","3 out of 5 stars","F","4.3"
"83","Demarcus Robinson",BAL,"at TB","3 out of 5 stars","F","4.2"
"84","Dee Eskridge",SEA,"vs. NYG","2 out of 5 stars","F","4.0"
"85","Greg Dortch",ARI,"at MIN","4 out of 5 stars","F","3.7"
"86","David Bell",CLE,"vs. CIN","2 out of 5 stars","F","3.7"
"87","Cam Sims",WAS,"at IND","4 out of 5 stars","F","3.6"
"88","DK Metcalf",SEA,"vs. NYG","2 out of 5 stars","F","3.6"
"89","David Sills V",NYG,"at SEA","3 out of 5 stars","F","3.5"
"90","Mike Thomas",CIN,"at CLE","3 out of 5 stars","F","3.5"
"91","Scotty Miller",TB,"vs. BAL","3 out of 5 stars","F","3.4"
"92","Amari Rodgers",GB,"at BUF","3 out of 5 stars","F","3.4"
"93","Khalil Shakir",BUF,"vs. GB","3 out of 5 stars","F","3.4"
"94","Damiere Byrd",ATL,"vs. CAR","3 out of 5 stars","F","3.4"
"95","Julio Jones",TB,"vs. BAL","3 out of 5 stars","F","3.3"
"96","Laviska Shenault Jr.",CAR,"at ATL","4 out of 5 stars","F","3.3"
"97","A.J. Green",ARI,"at MIN","4 out of 5 stars","F","3.2"
"98","Kendrick Bourne",NE,"at NYJ","3 out of 5 stars","F","3.2"
"99","Rashid Shaheed",NO,"vs. LV","3 out of 5 stars","F","3.2"
"100","Cedrick Wilson Jr.",MIA,"at DET","3 out of 5 stars","F","3.1"
"101","Quez Watkins",PHI,"vs. PIT","4 out of 5 stars","F","3.1"
"102","Cody Hollister",TEN,"at HOU","3 out of 5 stars","F","3.1"
"103","Tom Kennedy",DET,"vs. MIA","2 out of 5 stars","F","2.8"
"104","KhaDarel Hodge",ATL,"vs. CAR","3 out of 5 stars","F","2.8"
"105","James Proche II",BAL,"at TB","3 out of 5 stars","F","2.8"
"106","Bryan Edwards",ATL,"vs. CAR","3 out of 5 stars","F","2.8"
"107","Velus Jones Jr.",CHI,"at DAL","4 out of 5 stars","F","2.8"
"108","Denzel Mims",NYJ,"vs. NE","4 out of 5 stars","F","2.8"
"109","Breshad Perriman",TB,"vs. BAL","3 out of 5 stars","F","2.7"
"110","Christian Watson",GB,"at BUF","3 out of 5 stars","F","2.6"
"111","N'Keal Harry",CHI,"at DAL","4 out of 5 stars","F","2.6"
"112","Samori Toure",GB,"at BUF","3 out of 5 stars","F","2.5"
"113","Danny Gray",SF,"at LAR","3 out of 5 stars","F","2.5"
"114","Kendall Hinton",DEN,"at JAC","4 out of 5 stars","F","2.4"
"115","Brandon Powell",LAR,"vs. SF","4 out of 5 stars","F","2.4"
"116","Nelson Agholor",NE,"at NYJ","3 out of 5 stars","F","2.4"
"117","Trent Taylor",CIN,"at CLE","3 out of 5 stars","F","2.4"
"118","Zach Pascal",PHI,"vs. PIT","4 out of 5 stars","F","2.4"
"119","Jaelon Darden",TB,"vs. BAL","3 out of 5 stars","F","2.3"
"120","Tim Jones",JAC,"vs. DEN","2 out of 5 stars","F","2.3"
"121","Dax Milne",WAS,"at IND","4 out of 5 stars","F","2.2"
"122","Tutu Atwell",LAR,"vs. SF","4 out of 5 stars","F","2.1"
"123","KaVontae Turpin",DAL,"vs. CHI","3 out of 5 stars","F","2.0"
"124","Jalen Tolbert",DAL,"vs. CHI","3 out of 5 stars","F","2.0"
"125","Mike Strachan",IND,"vs. WAS","4 out of 5 stars","F","2.0"
"126","Jeff Smith",NYJ,"vs. NE","4 out of 5 stars","F","2.0"
"127","Dyami Brown",WAS,"at IND","4 out of 5 stars","F","1.9"
"128","Montrell Washington",DEN,"at JAC","4 out of 5 stars","F","1.9"
"129","Jalen Reagor",MIN,"vs. ARI","2 out of 5 stars","F","1.9"
"130","Tyron Johnson",HOU,"vs. TEN","3 out of 5 stars","F","1.8"
"131","DJ Turner",LV,"at NO","3 out of 5 stars","F","1.7"
"132","Rashard Higgins",CAR,"at ATL","4 out of 5 stars","F","1.6"
"133","Jamal Agnew",JAC,"vs. DEN","2 out of 5 stars","F","1.6"
"134","Dareke Young",SEA,"vs. NYG","2 out of 5 stars","F","1.6"
"135","Kevin White",NO,"vs. LV","3 out of 5 stars","F","1.5"
"136","Mason Kinsey",TEN,"at HOU","3 out of 5 stars","F","1.4"
"137","Miles Boykin",PIT,"at PHI","2 out of 5 stars","F","1.3"
"138","Michael Woods II",CLE,"vs. CIN","2 out of 5 stars","F","1.3"
"139","Juwann Winfree",GB,"at BUF","3 out of 5 stars","F","1.3"
"140","Chris Conley",TEN,"at HOU","3 out of 5 stars","F","1.2"
"141","Jake Kumerow",BUF,"vs. GB","3 out of 5 stars","F","1.1"
"142","Anthony Schwartz",CLE,"vs. CIN","2 out of 5 stars","F","0.8"
"143","Lil'Jordan Humphrey",NE,"at NYJ","3 out of 5 stars","F","0.8"
"144","Keelan Cole Sr.",LV,"at NO","3 out of 5 stars","F","0.7"
"145","Dez Fitzpatrick",TEN,"at HOU","3 out of 5 stars","F","0.7"
"146","Andy Isabella",BAL,"at TB","3 out of 5 stars","F","0.7"
"147","Isaiah Hodgins",BUF,"vs. GB","3 out of 5 stars","F","0.5"
"148","Gunner Olszewski",PIT,"at PHI","2 out of 5 stars","F","0.5"
"149","Willie Snead IV",SF,"at LAR","3 out of 5 stars","F","0.4"
"150","DeSean Jackson",BAL,"at TB","3 out of 5 stars","F","0.4"
"151","Dezmon Patmon",IND,"vs. WAS","4 out of 5 stars","F","0.3"
"152","Keith Kirkwood",FA,"-","-","F","0.3"
"153","Kaylon Geiger Sr.",TB,"vs. BAL","3 out of 5 stars","F","0.3"
"154","Jalen Nailor",MIN,"vs. ARI","2 out of 5 stars","F","0.2"
"155","Matthew Slater",NE,"at NYJ","3 out of 5 stars","F","0.1"
"156","Steven Sims Jr.",PIT,"at PHI","2 out of 5 stars","F","0.1"
"157","Maurice Alexander",DET,"vs. MIA","2 out of 5 stars","F","0.0"
"158","Erik Ezukanma",MIA,"at DET","3 out of 5 stars","F","0.0"
"159","Chester Rogers",CLE,"vs. CIN","2 out of 5 stars","F","0.0"
"160","Penny Hart",SEA,"vs. NYG","2 out of 5 stars","F","0.0"
"161","Raleigh Webb",NE,"at NYJ","3 out of 5 stars","F","0.0"
"162","Javon Wims",ARI,"at MIN","4 out of 5 stars","F","0.0"
"163","Kyric McGowan",WAS,"at IND","4 out of 5 stars","F","0.0"
"164","Jalen Virgil",DEN,"at JAC","4 out of 5 stars","F","0.0"
"165","Frank Darby",ATL,"vs. CAR","3 out of 5 stars","F","-"
"166","Calvin Austin III",PIT,"at PHI","2 out of 5 stars","F","-"
"167","Tanner Conner",MIA,"at DET","3 out of 5 stars","F","-"
"168","Kendric Pryor",JAC,"vs. DEN","2 out of 5 stars","F","-"
"169","Lance McCutcheon",LAR,"vs. SF","4 out of 5 stars","F","-"
"170","Derek Wright",CAR,"at ATL","4 out of 5 stars","F","-"
"171","Stanley Berryhill III",DET,"vs. MIA","2 out of 5 stars","F","-"
"172","Deonte Harty",NO,"vs. LV","3 out of 5 stars","F","-"
"173","Malik Turner",SF,"at LAR","3 out of 5 stars","F","-"
"174","Justin Hardee",NYJ,"vs. NE","4 out of 5 stars","F","-"
"175","Cade Johnson",SEA,"vs. NYG","2 out of 5 stars","F","-"
