Player,Pos,Team,Opp,Salary,FPTS,ppd,min_sal,rep_points,PAR_PD
Kareem Hunt,RB,KC,NYG,14,6.309156652748573,0.4507,10,6.362981382391951,-0.013456182410844564
Marquise Brown,WR,KC,NYG,17,9.367933514257196,0.5511,10,6.362981382391951,0.4292788759807492
Elijah Mitchell,RB,KC,NYG,10,0.4584547446536015,0.0458,10,6.362981382391951,0
Tyquan Thornton,WR,KC,NYG,10,5.1983595548345525,0.5198,10,6.362981382391951,0
Isiah Pacheco,RB,KC,NYG,16,8.295863446824095,0.5185,10,6.362981382391951,0.32214701073869056
Jason Brownlee,WR,KC,NYG,10,0.1684759632802804,0.0168,10,6.362981382391951,0
Nikko Remigio,WR,KC,NYG,10,0.4519058255861792,0.0452,10,6.362981382391951,0
Xavier Worthy,WR,KC,NYG,29,6.604121943448746,0.2277,10,6.362981382391951,0.012691608476673394
Jalen Royals,WR,KC,NYG,10,1.037636657887241,0.1038,10,6.362981382391951,0
Brashard Smith,RB,KC,NYG,10,1.9304104869078889,0.193,10,6.362981382391951,0
Devin Singletary,RB,NYG,KC,10,1.5148645261613891,0.1515,10,6.362981382391951,0
Darius Slayton,WR,NYG,KC,11,4.436476117254484,0.4033,10,6.362981382391951,-1.9265052651374672
Wan Dale Robinson,WR,NYG,KC,24,9.978055410831951,0.4158,10,6.362981382391951,0.25821957345999996
Jalin Hyatt,WR,NYG,KC,10,0.4758511883883898,0.0476,10,6.362981382391951,0
Malik Nabers,WR,NYG,KC,38,14.989594030943554,0.3945,10,6.362981382391951,0.308093308876843
Tyrone Tracy,RB,NYG,KC,18,8.150361870803987,0.4528,10,6.362981382391951,0.2234225610515045
Beaux Collins,WR,NYG,KC,10,0,0,10,6.362981382391951,0
Cam Skattebo,RB,NYG,KC,16,8.575463622196875,0.536,10,6.362981382391951,0.3687470399674872
Gunner Olszewski,WR,NYG,KC,10,0.00458019843614547,5e-4,10,6.362981382391951,0
Xavier Gipson,WR,NYG,KC,10,0.1196233643240882,0.012,10,6.362981382391951,0
Kalif Raymond,WR,DET,BAL,10,2.206116402221589,0.2206,10,6.362981382391951,0
David Montgomery,RB,DET,BAL,23,10.046430916557561,0.4368,10,6.362981382391951,0.28334227185889305
Craig Reynolds,RB,DET,BAL,10,0.5044144101494725,0.0504,10,6.362981382391951,0
Amon Ra St Brown,WR,DET,BAL,35,14.301835711267197,0.4086,10,6.362981382391951,0.31755417315500983
Jameson Williams,WR,DET,BAL,25,10.121039328756527,0.4048,10,6.362981382391951,0.25053719642430505
Jahmyr Gibbs,RB,DET,BAL,40,15.281910819057344,0.382,10,6.362981382391951,0.29729764788884644
Sione Vaki,RB,DET,BAL,10,0.10389097056585124,0.0104,10,6.362981382391951,0
Dominic Lovett,WR,DET,BAL,10,0.19296094337433664,0.0193,10,6.362981382391951,0
DeAndre Hopkins,WR,BAL,DET,14,5.773612753361723,0.4124,10,6.362981382391951,-0.14734215725755706
Derrick Henry,RB,BAL,DET,37,15.047966400975959,0.4067,10,6.362981382391951,0.32166611179940774
Patrick Ricard,RB,BAL,DET,10,0.16478596192439596,0.0165,10,6.362981382391951,0
Justice Hill,RB,BAL,DET,11,5.070597506139258,0.461,10,6.362981382391951,-1.2923838762526936
Rashod Bateman,WR,BAL,DET,18,6.891363171311872,0.3829,10,6.362981382391951,0.06604772361499012
Tylan Wallace,WR,BAL,DET,10,1.7569804572639625,0.1757,10,6.362981382391951,0
Zay Flowers,WR,BAL,DET,26,13.234012940726105,0.509,10,6.362981382391951,0.4294394723958846
Keaton Mitchell,RB,BAL,DET,10,0.32056183914796776,0.0321,10,6.362981382391951,0
Devontez Walker,WR,BAL,DET,10,2.644599576517033,0.2645,10,6.362981382391951,0
Rasheen Ali,RB,BAL,DET,10,0.19778814810259387,0.0198,10,6.362981382391951,0
LaJohntay Wester,WR,BAL,DET,10,0.2640106309288927,0.0264,10,6.362981382391951,0
Isaac TeSlaa,WR,DET,BAL,11,4.6393036595245,0.4218,10,6.362981382391951,-1.7236777228674516
Jacob Saylors,RB,DET,BAL,10,0,0,10,6.362981382391951,0
Justin Watson,WR,HOU,JAC,10,0,0,10,6.362981382391951,0
Tanner Conner,TE,MIA,BUF,10,2.177819413169105,0.2178,10,5.463042647919576,0
Julian Hill,TE,MIA,BUF,10,1.2308576089480026,0.1231,10,5.463042647919576,0
Dawson Knox,TE,BUF,MIA,10,3.435340670420998,0.3435,10,5.463042647919576,0
Dalton Kincaid,TE,BUF,MIA,13,6.9087955078094065,0.5314,10,5.463042647919576,0.4819176199632767
Jackson Hawes,TE,BUF,MIA,10,0.7571224446516269,0.0757,10,5.463042647919576,0
Mo Alie Cox,TE,IND,TEN,10,1.4510278627072761,0.1451,10,5.463042647919576,0
Drew Ogletree,TE,IND,TEN,10,0.5071234133658815,0.0507,10,5.463042647919576,0
Will Mallory,TE,IND,TEN,10,0.07307024929591135,0.0073,10,5.463042647919576,0
Tyler Warren,TE,IND,TEN,21,9.41571133535891,0.4484,10,5.463042647919576,0.35933351703993943
Chig Okonkwo,TE,TEN,IND,14,6.38847086325978,0.4563,10,5.463042647919576,0.2313570538350509
David Martin Robinson,TE,TEN,IND,10,0.03808769422441218,0.0038,10,5.463042647919576,0
Gunnar Helm,TE,TEN,IND,10,2.5399153915794255,0.254,10,5.463042647919576,0
Pat Freiermuth,TE,PIT,NE,15,6.265338675445296,0.4177,10,5.463042647919576,0.16045920550514392
Connor Heyward,TE,PIT,NE,10,0.17497182876596015,0.0175,10,5.463042647919576,0
Darnell Washington,TE,PIT,NE,10,1.236503850140453,0.1237,10,5.463042647919576,0
Hunter Henry,TE,NE,PIT,13,6.5496068943585515,0.5038,10,5.463042647919576,0.36218808214632503
Austin Hooper,TE,NE,PIT,10,3.5785578029593172,0.3579,10,5.463042647919576,0
Jonnu Smith,TE,PIT,NE,16,7.053366739012526,0.4408,10,5.463042647919576,0.2650540151821583
Andrew Beck,TE,NYJ,TB,10,0.14887531100553208,0.0149,10,5.463042647919576,0
Jeremy Ruckert,TE,NYJ,TB,10,2.3767958337797688,0.2377,10,5.463042647919576,0
Stone Smartt,TE,NYJ,TB,10,0.41646682309627964,0.0416,10,5.463042647919576,0
Cade Otton,TE,TB,NYJ,13,5.391559980917926,0.4147,10,5.463042647919576,-0.023827555667216654
Ko Kieft,TE,TB,NYJ,10,3.5076888203465696e-4,0,10,5.463042647919576,0
Payne Durham,TE,TB,NYJ,10,0.8581018307748987,0.0858,10,5.463042647919576,0
Devin Culp,TE,TB,NYJ,10,0.25044198810840773,0.025,10,5.463042647919576,0
Mason Taylor,TE,NYJ,TB,10,4.1797431508636365,0.418,10,5.463042647919576,0
Jelani Woods,TE,NYJ,TB,10,0.6269484617857398,0.0627,10,5.463042647919576,0
Ian Thomas,TE,LV,WAS,10,0.1813949680765378,0.0181,10,5.463042647919576,0
Michael Mayer,TE,LV,WAS,10,3.462680641303356,0.3463,10,5.463042647919576,0
Brock Bowers,TE,LV,WAS,26,10.905729467675588,0.4195,10,5.463042647919576,0.34016792623475073
Zach Ertz,TE,WAS,LV,20,8.681983180711525,0.4341,10,5.463042647919576,0.32189405327919485
John Bates,TE,WAS,LV,10,0.5141392112200363,0.0514,10,5.463042647919576,0
Ben Sinnott,TE,WAS,LV,10,1.020521887573707,0.1021,10,5.463042647919576,0
Colson Yankoff,TE,WAS,LV,10,0.13999999999999999,0.014,10,5.463042647919576,0
Tyler Higbee,TE,LAR,PHI,14,4.279551014863943,0.3057,10,5.463042647919576,-0.29587290826390844
Colby Parkinson,TE,LAR,PHI,10,0.39230090988330485,0.0392,10,5.463042647919576,0
Davis Allen,TE,LAR,PHI,10,1.5924136972574072,0.1592,10,5.463042647919576,0
Dallas Goedert,TE,PHI,LAR,16,4.824685105930634,0.3015,10,5.463042647919576,-0.10639292366482378
Kylen Granson,TE,PHI,LAR,10,1.1660978320987594,0.1166,10,5.463042647919576,0
Grant Calcaterra,TE,PHI,LAR,10,2.2127762608708705,0.2213,10,5.463042647919576,0
Terrance Ferguson,TE,LAR,PHI,10,1.4035101783146064,0.1404,10,5.463042647919576,0
Cameron Latu,TE,PHI,LAR,10,0.28578277855417844,0.0286,10,5.463042647919576,0
Charlie Woerner,TE,ATL,CAR,10,0.8222447477136543,0.0822,10,5.463042647919576,0
Kyle Pitts,TE,ATL,CAR,15,7.469534778549335,0.498,10,5.463042647919576,0.4012984261259517
Feleipe Franks,TE,ATL,CAR,10,0.05384009178276984,0.0054,10,5.463042647919576,0
Teagan Quitoriano,TE,ATL,CAR,10,0.012443187852216797,0.0012,10,5.463042647919576,0
Tommy Tremble,TE,CAR,ATL,10,2.185241515083793,0.2185,10,5.463042647919576,0
James Mitchell,TE,CAR,ATL,10,0.07187920312892702,0.0072,10,5.463042647919576,0
Ja Tavion Sanders,TE,CAR,ATL,10,5.463042647919576,0.5463,10,5.463042647919576,0
Mitchell Evans,TE,CAR,ATL,10,0.521353248392292,0.0521,10,5.463042647919576,0
Mike Gesicki,TE,CIN,MIN,11,4.879243347775214,0.4436,10,5.463042647919576,-0.5837993001443627
Tanner Hudson,TE,CIN,MIN,10,0.3637543701712401,0.0364,10,5.463042647919576,0
Drew Sample,TE,CIN,MIN,10,0.6538963291623634,0.0654,10,5.463042647919576,0
Cam Grandy,TE,CIN,MIN,10,0.09720620149826537,0.0097,10,5.463042647919576,0
T J Hockenson,TE,MIN,CIN,15,7.830466881818374,0.522,10,5.463042647919576,0.47348484677975955
Josh Oliver,TE,MIN,CIN,10,1.7709251788579423,0.1771,10,5.463042647919576,0
Ben Yurosek,TE,MIN,CIN,10,0,0,10,5.463042647919576,0
Noah Fant,TE,CIN,MIN,12,4.922440982439686,0.4102,10,5.463042647919576,-0.2703008327399452
Nick Vannett,TE,MIN,CIN,10,0.3426823082760259,0.0343,10,5.463042647919576,0
Dalton Schultz,TE,HOU,JAC,13,5.989899867056662,0.4608,10,5.463042647919576,0.17561907304569532
Johnny Mundt,TE,JAC,HOU,10,0.7270172614159608,0.0727,10,5.463042647919576,0
Hunter Long,TE,JAC,HOU,10,0.5155321520743611,0.0516,10,5.463042647919576,0
Brenton Strange,TE,JAC,HOU,12,6.198922266347239,0.5166,10,5.463042647919576,0.3679398092138313
Harrison Bryant,TE,HOU,JAC,10,1.2933556249747087,0.1293,10,5.463042647919576,0
Quintin Morris,TE,JAC,HOU,10,0.3378619634814789,0.0338,10,5.463042647919576,0
John FitzPatrick,TE,GB,CLE,10,0.3707099277808368,0.0371,10,5.463042647919576,0
Luke Musgrave,TE,GB,CLE,10,2.289238391273906,0.2289,10,5.463042647919576,0
Tucker Kraft,TE,GB,CLE,20,9.40372750939964,0.4702,10,5.463042647919576,0.39406848614800644
Ben Sims,TE,GB,CLE,10,0.04237313433341559,0.0042,10,5.463042647919576,0
David Njoku,TE,CLE,GB,19,8.103602851861744,0.4265,10,5.463042647919576,0.2933955782157964
Blake Whiteheart,TE,CLE,GB,10,0.13632200939838077,0.0136,10,5.463042647919576,0
Harold Fannin,TE,CLE,GB,14,7.661399816907043,0.5472,10,5.463042647919576,0.5495892922468666
Evan Engram,TE,DEN,LAC,13,5.853045416996109,0.4502,10,5.463042647919576,0.13000092302551072
Adam Trautman,TE,DEN,LAC,10,2.9827571061041547,0.2983,10,5.463042647919576,0
Lucas Krull,TE,DEN,LAC,10,0.9582230092752797,0.0958,10,5.463042647919576,0
Nate Adkins,TE,DEN,LAC,10,0.36979892240500883,0.037,10,5.463042647919576,0
Will Dissly,TE,LAC,DEN,10,3.0149834720047757,0.3015,10,5.463042647919576,0
Tyler Conklin,TE,LAC,DEN,11,2.744460853996836,0.2495,10,5.463042647919576,-2.7185817939227404
Tucker Fisk,TE,LAC,DEN,10,0.11431872027433557,0.0114,10,5.463042647919576,0
Oronde Gadsden,TE,LAC,DEN,10,0.2404942075976701,0.024,10,5.463042647919576,0
Juwan Johnson,TE,NO,SEA,17,8.33676439928443,0.4904,10,5.463042647919576,0.41053167876640767
Moliki Matavao,TE,NO,SEA,10,0.12702603745096033,0.0127,10,5.463042647919576,0
Eric Saubert,TE,SEA,NO,10,0.22150193246766994,0.0222,10,5.463042647919576,0
AJ Barner,TE,SEA,NO,11,4.5774315467939966,0.4161,10,5.463042647919576,-0.8856111011255798
Nick Kallerup,TE,SEA,NO,10,0,0,10,5.463042647919576,0
Elijah Arroyo,TE,SEA,NO,10,3.984128845484764,0.3984,10,5.463042647919576,0
Jack Stoll,TE,NO,SEA,10,0.016697150173219138,0.0017,10,5.463042647919576,0
Trey McBride,TE,ARI,SF,28,12.379408530068071,0.4421,10,5.463042647919576,0.3842425490082497
Elijah Higgins,TE,ARI,SF,10,2.3030514515593374,0.2303,10,5.463042647919576,0
Travis Vokolek,TE,ARI,SF,10,0.27999999999999997,0.028,10,5.463042647919576,0
Tip Reiman,TE,ARI,SF,10,0.25158121145828244,0.0252,10,5.463042647919576,0
Luke Farrell,TE,SF,ARI,10,3.097128488935743,0.3097,10,5.463042647919576,0
Jake Tonges,TE,SF,ARI,10,4.493513312461329,0.4494,10,5.463042647919576,0
Josiah Deguara,TE,ARI,SF,10,0.029654352379634853,0.003,10,5.463042647919576,0
Brayden Willis,TE,SF,ARI,10,0.0891364455530018,0.0089,10,5.463042647919576,0
Jake Ferguson,TE,DAL,CHI,12,7.932440209493069,0.661,10,5.463042647919576,1.2346987807867462
Luke Schoonmaker,TE,DAL,CHI,10,1.3862659148027168,0.1386,10,5.463042647919576,0
Brevyn Spann Ford,TE,DAL,CHI,10,0.4301883839403299,0.043,10,5.463042647919576,0
Durham Smythe,TE,CHI,DAL,10,0.14056566373089185,0.0141,10,5.463042647919576,0
Cole Kmet,TE,CHI,DAL,10,4.216927071232698,0.4217,10,5.463042647919576,0
Colston Loveland,TE,CHI,DAL,10,5.087521036214498,0.5088,10,5.463042647919576,0
Travis Kelce,TE,KC,NYG,20,8.820425728882038,0.441,10,5.463042647919576,0.3357383080962461
Noah Gray,TE,KC,NYG,10,3.4240629324100826,0.3424,10,5.463042647919576,0
Jared Wiley,TE,KC,NYG,10,0.06687263013505867,0.0067,10,5.463042647919576,0
Chris Manhertz,TE,NYG,KC,10,0.16288222000308386,0.0163,10,5.463042647919576,0
Daniel Bellinger,TE,NYG,KC,10,1.0008336016600494,0.1001,10,5.463042647919576,0
Theo Johnson,TE,NYG,KC,11,5.362273259552456,0.4875,10,5.463042647919576,-0.10076938836712035
Thomas Fidone,TE,NYG,KC,10,0.18360177094145827,0.0184,10,5.463042647919576,0
Robert Tonyan,TE,KC,NYG,10,0.12171251149922577,0.0122,10,5.463042647919576,0
Brock Wright,TE,DET,BAL,10,1.7157879829380482,0.1716,10,5.463042647919576,0
Sam LaPorta,TE,DET,BAL,18,9.267072807261506,0.5148,10,5.463042647919576,0.47550376991774124
Mark Andrews,TE,BAL,DET,14,6.927364314174818,0.4948,10,5.463042647919576,0.3660804165638103
Charlie Kolar,TE,BAL,DET,10,1.0150422804140362,0.1015,10,5.463042647919576,0
Isaiah Likely,TE,BAL,DET,13,2.9539530127009352,0.2272,10,5.463042647919576,-0.8363632117395471
Zaire Mitchell Paden,TE,BAL,DET,10,0.1640566233849376,0.0164,10,5.463042647919576,0
Shane Zylstra,TE,DET,BAL,10,0,0,10,5.463042647919576,0
Green Bay Packers,DST,GB,CLE,18,7.7,0.4278,10,7.2,0.0625
Buffalo Bills,DST,BUF,vs. MIA,14,7.6,0.5429,10,7.2,0.09999999999999987
Minnesota Vikings,DST,MIN,vs. CIN,14,7.6,0.5429,10,7.2,0.09999999999999987
Seattle Seahawks,DST,SEA,vs. NO,21,7.3,0.3476,10,7.2,0.00909090909090906
Atlanta Falcons,DST,ATL,CAR,21,7.3,0.3476,10,7.2,0.00909090909090906
Tampa Bay Buccaneers,DST,TB,vs. NYJ,10,7.2,0.72,10,7.2,0
Kansas City Chiefs,DST,KC,NYG,11,7.2,0.6545,10,7.2,0
Indianapolis Colts,DST,IND,TEN,17,6.8,0.4,10,7.2,-0.0571428571428572
Houston Texans,DST,HOU,JAC,15,6.7,0.4467,10,7.2,-0.1
Pittsburgh Steelers,DST,PIT,NE,12,6.5,0.5417,10,7.2,-0.3500000000000001
San Francisco 49ers,DST,SF,vs. ARI,16,6.4,0.4,10,7.2,-0.1333333333333333
Washington Commanders,DST,WAS,vs. LV,14,6,0.4286,10,7.2,-0.30000000000000004
Philadelphia Eagles,DST,PHI,vs. LAR,13,5.9,0.4538,10,7.2,-0.4333333333333333
Denver Broncos,DST,DEN,LAC,16,5.9,0.3688,10,7.2,-0.21666666666666665
Cincinnati Bengals,DST,CIN,MIN,15,5.8,0.3867,10,7.2,-0.2800000000000001
Los Angeles Chargers,DST,LAC,vs. DEN,10,5.6,0.56,10,7.2,0
Jacksonville Jaguars,DST,JAC,vs. HOU,19,5.6,0.2947,10,7.2,-0.17777777777777784
New England Patriots,DST,NE,vs. PIT,20,5.6,0.28,10,7.2,-0.16000000000000006
Arizona Cardinals,DST,ARI,SF,19,5.5,0.2895,10,7.2,-0.1888888888888889
Dallas Cowboys,DST,DAL,CHI,10,5.5,0.55,10,7.2,0
Baltimore Ravens,DST,BAL,vs. DET,15,5.5,0.3667,10,7.2,-0.34
New York Giants,DST,NYG,vs. KC,10,5.5,0.55,10,7.2,0
Chicago Bears,DST,CHI,vs. DAL,12,5.4,0.45,10,7.2,-0.8999999999999999
Tennessee Titans,DST,TEN,vs. IND,16,5.4,0.3375,10,7.2,-0.3
New York Jets,DST,NYJ,TB,10,5.4,0.54,10,7.2,0
Las Vegas Raiders,DST,LV,WAS,17,5.3,0.3118,10,7.2,-0.27142857142857146
Los Angeles Rams,DST,LAR,PHI,18,5.3,0.2944,10,7.2,-0.23750000000000004
New Orleans Saints,DST,NO,SEA,15,5.2,0.3467,10,7.2,-0.4
Detroit Lions,DST,DET,BAL,13,5.1,0.3923,10,7.2,-0.7000000000000002
Cleveland Browns,DST,CLE,vs. GB,10,4.8,0.48,10,7.2,0
Carolina Panthers,DST,CAR,vs. ATL,11,4.6,0.4182,10,7.2,-2.6000000000000005
Miami Dolphins,DST,MIA,BUF,13,4.5,0.3462,10,7.2,-0.9
