player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Matthew Stafford,LAR,QB
Russell Wilson,PIT,QB
Travis Kelce,KC,TE
Adam Thielen,CAR,WR
Geno Smith,SEA,QB
Zach Ertz,WAS,TE
Cordarrelle Patterson,PIT,RB
Kyle Juszczyk,SF,RB
Michael Burton,DEN,RB
MyCole Pruitt,PIT,TE
Raheem Mostert,MIA,RB
Chris Manhertz,NYG,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,CHI,WR
DeAndre Hopkins,KC,WR
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Alex Erickson,NE,WR
Davante Adams,NYJ,WR
Tyler Higbee,LAR,TE
C J Uzomah,PHI,TE
Sterling Shepard,TB,WR
Nick Vannett,TEN,TE
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Mike Evans,TB,WR
Allen Robinson,DET,WR
Hayden Hurst,LAC,TE
Mack Hollins,BUF,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Cooper Rush,DAL,QB
Tim Patrick,DET,WR
Derrick Henry,BAL,RB
Tyreek Hill,MIA,WR
Eric Saubert,SF,TE
Pharaoh Brown,SEA,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,BUF,WR
Gerald Everett,CHI,TE
Demarcus Robinson,LAR,WR
Mike Williams,PIT,WR
Anthony Miller,BAL,WR
Jared Goff,DET,QB
Austin Hooper,NE,TE
River Cracraft,MIA,WR
Tyler Boyd,TEN,WR
Johnny Mundt,MIN,TE
Aaron Jones,MIN,RB
Hunter Henry,NE,TE
Zach Pascal,ARI,WR
Calvin Ridley,TEN,WR
KhaDarel Hodge,ATL,WR
David Moore,CAR,WR
Ross Dwelley,ATL,TE
Josh Reynolds,JAC,WR
Anthony Firkser,KC,TE
Zay Jones,ARI,WR
Jamaal Williams,NO,RB
Baker Mayfield,TB,QB
Gus Edwards,LAC,RB
James Conner,ARI,RB
Mike Boone,CAR,RB
Mason Rudolph,TEN,QB
Ezekiel Elliott,DAL,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,KC,RB
Durham Smythe,MIA,TE
Jonnu Smith,MIA,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Samaje Perine,KC,RB
Patrick Mahomes,KC,QB
Mike Gesicki,CIN,TE
Courtland Sutton,DEN,WR
Dante Pettis,NO,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,NO,WR
Allen Lazard,NYJ,WR
Jeremy McNichols,WAS,RB
Deebo Samuel,SF,WR
Trent Sherfield,MIN,WR
D Ernest Johnson,JAC,RB
Justin Watson,KC,WR
Jake Browning,CIN,QB
Drew Sample,CIN,TE
D Onta Foreman,CLE,RB
Andrew Beck,HOU,RB
Josh Allen,BUF,QB
Craig Reynolds,DET,RB
Khari Blasingame,PHI,RB
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,HOU,RB
Van Jefferson,PIT,WR
Tom Kennedy,DET,WR
KaVontae Turpin,DAL,WR
Juwan Johnson,NO,TE
James Proche,CLE,WR
D J Chark,LAC,WR
Ray Ray McCloud,ATL,WR
Jakobi Meyers,LV,WR
Drew Lock,NYG,QB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,PHI,RB
Josiah Deguara,JAC,TE
Dan Chisena,CAR,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
D J Moore,CHI,WR
Tony Pollard,TEN,RB
Ke Shawn Vaughn,SF,RB
Foster Moreau,NO,TE
Ashton Dulin,IND,WR
Marquise Brown,KC,WR
Sam Darnold,MIN,QB
Ben Skowronek,PIT,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Olamide Zaccheaus,WAS,WR
Scott Miller,PIT,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,NYG,RB
Devin Duvernay,JAC,WR
Ty Johnson,BUF,RB
Xavier Smith,LAR,WR
Collin Johnson,CHI,WR
Michael Pittman,IND,WR
Chris Blair,ATL,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
Darnell Mooney,ATL,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
D K Metcalf,SEA,WR
Devaughn Vele,DEN,WR
Feleipe Franks,CAR,TE
Ko Kieft,TB,TE
Jack Stoll,MIA,TE
Josh Jacobs,GB,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Kylen Granson,IND,TE
Khalil Herbert,CIN,RB
Lil Jordan Humphrey,DEN,WR
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PHI,QB
Rico Dowdle,DAL,RB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Darrynton Evans,CHI,RB
Jalen Virgil,BUF,WR
Lucas Krull,DEN,TE
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Jalen Hurts,PHI,QB
Irv Smith,HOU,TE
Hunter Long,LAR,TE
Mason Kinsey,TEN,WR
Aidan O Connell,LV,QB
John Samuel Shenker,LV,TE
Mac Jones,JAC,QB
DeeJay Dallas,ARI,RB
