player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Joe Flacco,IND,QB
Josh Johnson,BAL,QB
Russell Wilson,PIT,QB
Adam Thielen,CAR,WR
Geno Smith,SEA,QB
Zach Ertz,WAS,TE
Cordarrelle Patterson,PIT,RB
Kyle Juszczyk,SF,RB
Jimmy Garoppolo,LAR,QB
Michael Burton,DEN,RB
MyCole Pruitt,PIT,TE
Raheem Mostert,MIA,RB
Chris Manhertz,NYG,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,CHI,WR
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Alex Erickson,NE,WR
Davante Adams,NYJ,WR
Carson Wentz,KC,QB
Tyler Higbee,LAR,TE
Sterling Shepard,TB,WR
Nick Vannett,TEN,TE
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Mike Evans,TB,WR
Hayden Hurst,LAC,TE
Mack Hollins,BUF,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Marcus Mariota,WAS,QB
Tim Patrick,DET,WR
Derrick Henry,BAL,RB
Tyreek Hill,MIA,WR
Trent Taylor,SF,WR
Eric Saubert,SF,TE
Pharaoh Brown,SEA,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Gerald Everett,CHI,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,BUF,QB
Demarcus Robinson,LAR,WR
Mike Williams,PIT,WR
Marquez Valdes Scantling,NO,WR
Jared Goff,DET,QB
Austin Hooper,NE,TE
River Cracraft,MIA,WR
Tanner Hudson,CIN,TE
Johnny Mundt,MIN,TE
Aaron Jones,MIN,RB
Zach Pascal,ARI,WR
Calvin Ridley,TEN,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
David Moore,CAR,WR
Joshua Dobbs,SF,QB
Ross Dwelley,ATL,TE
Josh Reynolds,JAC,WR
Mike White,BUF,QB
Zay Jones,ARI,WR
Jamaal Williams,NO,RB
Baker Mayfield,TB,QB
Austin Ekeler,WAS,RB
Mike Boone,CAR,RB
Mason Rudolph,TEN,QB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Jonnu Smith,MIA,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Samaje Perine,KC,RB
Mike Gesicki,CIN,TE
Courtland Sutton,DEN,WR
Dante Pettis,NO,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,NO,WR
Allen Lazard,NYJ,WR
Jeremy McNichols,WAS,RB
Trent Sherfield,MIN,WR
D Ernest Johnson,JAC,RB
Justin Watson,KC,WR
Drew Sample,CIN,TE
D Onta Foreman,CLE,RB
Josh Allen,BUF,QB
Craig Reynolds,DET,RB
Diontae Johnson,HOU,WR
Will Dissly,LAC,TE
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
Joe Mixon,HOU,RB
Van Jefferson,PIT,WR
KaVontae Turpin,DAL,WR
Jarrett Stidham,DEN,QB
Curtis Samuel,BUF,WR
Juwan Johnson,NO,TE
James Proche,CLE,WR
D J Chark,LAC,WR
Ray Ray McCloud,ATL,WR
Jakobi Meyers,LV,WR
Drew Lock,NYG,QB
Shane Zylstra,DET,TE
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Josiah Deguara,JAC,TE
Dan Chisena,CAR,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Steven Sims,BAL,WR
D J Moore,CHI,WR
Tony Pollard,TEN,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Ashton Dulin,IND,WR
Sam Darnold,MIN,QB
Ben Skowronek,PIT,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Olamide Zaccheaus,WAS,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Chris Oladokun,KC,QB
Devin Singletary,NYG,RB
Devin Duvernay,JAC,WR
Ty Johnson,BUF,RB
Xavier Smith,LAR,WR
Collin Johnson,CHI,WR
Michael Pittman,IND,WR
Chris Blair,ATL,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Noah Fant,SEA,TE
Joshua Kelley,TEN,RB
Tony Jones,ARI,RB
Devaughn Vele,DEN,WR
Tay Martin,TEN,WR
D K Metcalf,SEA,WR
Dez Fitzpatrick,LAC,WR
Feleipe Franks,CAR,TE
Ko Kieft,TB,TE
Jack Stoll,MIA,TE
Tyler Huntley,MIA,QB
Josh Jacobs,GB,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CIN,RB
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Darrynton Evans,CHI,RB
Lucas Krull,DEN,TE
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Irv Smith,HOU,TE
Hunter Long,LAR,TE
Tyler Johnson,LAR,WR
Mason Kinsey,TEN,WR
Aidan O Connell,LV,QB
John Samuel Shenker,LV,TE
Mac Jones,JAC,QB
DeeJay Dallas,ARI,RB
Kaden Davis,CLE,WR
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Jacob Kibodi,CLE,RB
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Kenny Yeboah,NYJ,TE
Jordan Love,GB,QB
Jaylen Warren,PIT,RB
