player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Joe Flacco,IND,QB
Matthew Stafford,LAR,QB
Kirk Cousins,ATL,QB
Russell Wilson,PIT,QB
Travis Kelce,KC,TE
Taysom Hill,NO,TE
Zach Ertz,WAS,TE
Cordarrelle Patterson,PIT,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Michael Burton,DEN,RB
MyCole Pruitt,PIT,TE
Raheem Mostert,MIA,RB
Chris Manhertz,NYG,TE
Robert Woods,HOU,WR
Keenan Allen,CHI,WR
DeAndre Hopkins,KC,WR
Jordan Matthews,CAR,TE
Odell Beckham,MIA,WR
Davante Adams,NYJ,WR
Sterling Shepard,TB,WR
Nick Vannett,TEN,TE
DeAndre Carter,CHI,WR
Nelson Agholor,BAL,WR
Cooper Kupp,LAR,WR
C J Ham,MIN,RB
Hayden Hurst,LAC,TE
Allen Robinson,DET,WR
Mack Hollins,BUF,WR
Mo Alie Cox,IND,TE
George Kittle,SF,TE
Cooper Rush,DAL,QB
Tim Patrick,DET,WR
Derrick Henry,BAL,RB
Tyreek Hill,MIA,WR
Eric Saubert,SF,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Gerald Everett,CHI,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,BUF,QB
Evan Engram,JAC,TE
Demarcus Robinson,LAR,WR
Mike Williams,PIT,WR
Marquez Valdes Scantling,NO,WR
Jared Goff,DET,QB
Austin Hooper,NE,TE
River Cracraft,MIA,WR
Tyler Boyd,TEN,WR
Tanner Hudson,CIN,TE
Johnny Mundt,MIN,TE
Aaron Jones,MIN,RB
Hunter Henry,NE,TE
Zach Pascal,ARI,WR
Calvin Ridley,TEN,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
David Moore,CAR,WR
Ross Dwelley,ATL,TE
Zay Jones,ARI,WR
Gus Edwards,LAC,RB
Baker Mayfield,TB,QB
James Conner,ARI,RB
Austin Ekeler,WAS,RB
Laquon Treadwell,IND,WR
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,KC,RB
Durham Smythe,MIA,TE
Jonnu Smith,MIA,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Samaje Perine,KC,RB
Patrick Mahomes,KC,QB
Mike Gesicki,CIN,TE
Courtland Sutton,DEN,WR
Dante Pettis,NO,WR
Trenton Irwin,CIN,WR
Jeremy McNichols,WAS,RB
Noah Brown,WAS,WR
Deebo Samuel,SF,WR
Trent Sherfield,MIN,WR
D Ernest Johnson,JAC,RB
Justin Watson,KC,WR
Drew Sample,CIN,TE
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Will Dissly,LAC,TE
Diontae Johnson,BAL,WR
Dalton Schultz,HOU,TE
Joe Mixon,HOU,RB
Van Jefferson,PIT,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,BUF,WR
Jamycal Hasty,NE,RB
Juwan Johnson,NO,TE
D J Chark,LAC,WR
Ray Ray McCloud,ATL,WR
Mitchell Wilcox,NE,TE
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,PHI,RB
Josiah Deguara,JAC,TE
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Steven Sims,HOU,WR
Irvin Charles,NYJ,WR
D J Moore,CHI,WR
Tony Pollard,TEN,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Sam Darnold,MIN,QB
David Montgomery,DET,RB
K J Osborn,NE,WR
Ben Skowronek,PIT,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Olamide Zaccheaus,WAS,WR
Kyler Murray,ARI,QB
Devin Singletary,NYG,RB
Devin Duvernay,JAC,WR
Ty Johnson,BUF,RB
Xavier Smith,LAR,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
Darnell Mooney,ATL,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Devaughn Vele,DEN,WR
Feleipe Franks,CAR,TE
J J Taylor,HOU,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Tanner Conner,MIA,TE
Marquez Callaway,TB,WR
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CIN,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PHI,QB
Rico Dowdle,DAL,RB
Antonio Gibson,NE,RB
Lucas Krull,DEN,TE
Jalen Virgil,BUF,WR
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Travis Homer,CHI,RB
Jalen Hurts,PHI,QB
Hunter Long,LAR,TE
Tyler Johnson,LAR,WR
Mac Jones,JAC,QB
DeeJay Dallas,ARI,RB
Luke Schoonmaker,DAL,TE
Isaiah Hodgins,NYG,WR
Pat Freiermuth,PIT,TE
Kenny Yeboah,NYJ,TE
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
J K Dobbins,LAC,RB
Jalen Reagor,LAC,WR
Colby Parkinson,LAR,TE
Rachaad White,TB,RB
D Andre Swift,CHI,RB
Jake Ferguson,DAL,TE
Tucker Fisk,LAC,TE
Jonathan Taylor,IND,RB
