player,team,pos
Khalil Herbert,CHI,RB
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Travis Homer,CHI,RB
Jalen Hurts,PHI,QB
Hunter Long,LAR,TE
Tyler Johnson,LAR,WR
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
DeeJay Dallas,ARI,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,SEA,WR
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
E J Jenkins,PHI,TE
DeVonta Smith,PHI,WR
Nick Muse,MIN,TE
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
J K Dobbins,LAC,RB
Colby Parkinson,LAR,TE
Rachaad White,TB,RB
Jaelon Darden,CLE,WR
D Andre Swift,CHI,RB
Jake Ferguson,DAL,TE
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Justin Fields,PIT,QB
Isiah Pacheco,KC,RB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Jake Haener,NO,QB
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Calvin Austin,PIT,WR
Gabriel Davis,JAC,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Jerry Jeudy,CLE,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Malik Willis,GB,QB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Jordan Mims,NO,RB
Will Levis,TEN,QB
Jake Tonges,SF,TE
Nate Adkins,DEN,TE
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Ray Davis,BUF,RB
British Brooks,HOU,RB
Trey McBride,ARI,TE
Tyrone Tracy,NYG,RB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Brock Purdy,SF,QB
Brevyn Spann Ford,DAL,TE
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Bo Nix,DEN,QB
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Colson Yankoff,WAS,TE
Kenny McIntosh,SEA,RB
Bryce Ford Wheaton,NYG,WR
Chase Brown,CIN,RB
Treylon Burks,TEN,WR
Jahan Dotson,PHI,WR
Greg Dulcich,DEN,TE
Elijah Moore,CLE,WR
Tyler Allgeier,ATL,RB
Romeo Doubs,GB,WR
Cedric Tillman,CLE,WR
Isaiah Likely,BAL,TE
Rashee Rice,KC,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Jha Quan Jackson,TEN,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Cade Stover,HOU,TE
Payne Durham,TB,TE
Isaac Guerendo,SF,RB
Chris Olave,NO,WR
Scott Matlock,LAC,FB/DL
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Luke Musgrave,GB,TE
Tyquan Thornton,NE,WR
Derius Davis,LAC,WR
Erick All,CIN,TE
Jaleel McLaughlin,DEN,RB
Skyy Moore,KC,WR
Zay Flowers,BAL,WR
Daniel Bellinger,NYG,TE
Mason Tipton,NO,WR
Jordan Whittington,LAR,WR
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Jared Wiley,KC,TE
Blake Corum,LAR,RB
Demario Douglas,NE,WR
Jayden Daniels,WAS,QB
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Bub Means,NO,WR
Sam LaPorta,DET,TE
Xavier Legette,CAR,WR
Davis Allen,LAR,TE
Jacob Cowing,SF,WR
Theo Johnson,NYG,TE
George Pickens,PIT,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Luke McCaffrey,WAS,WR
Trey Palmer,TB,WR
Johnny Wilson,PHI,WR
Anthony Gould,IND,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Breece Hall,NYJ,RB
Jaheim Bell,NE,TE
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Grant Dubose,MIA,WR
Jermaine Burton,CIN,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Bryce Young,CAR,QB
Sione Vaki,DET,RB
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Tip Reiman,ARI,TE
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
De Von Achane,MIA,RB
Sean Tucker,TB,RB
Deuce Vaughn,DAL,RB
Ladd McConkey,LAC,WR
Caleb Williams,CHI,QB
Jalen McMillan,TB,WR
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Isaiah Davis,NYJ,RB
Kameron Johnson,TB,WR
Marvin Mims,DEN,WR
Malachi Corley,NYJ,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Ja Lynn Polk,NE,WR
AJ Barner,SEA,TE
Anthony Richardson,IND,QB
Rome Odunze,CHI,WR
Ben Sinnott,WAS,TE
Marvin Harrison,ARI,WR
Bucky Irving,TB,RB
Will Shipley,PHI,RB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Carson Steele,KC,RB
Brock Bowers,LV,TE
Ja Tavion Sanders,CAR,TE
Xavier Worthy,KC,WR
Keon Coleman,BUF,WR
Trey Benson,ARI,RB
Malik Nabers,NYG,WR
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
