player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Joe Flacco,IND,QB
Josh Johnson,BAL,QB
Matthew Stafford,LAR,QB
Russell Wilson,PIT,QB
Tyrod Taylor,NYJ,QB
Travis Kelce,KC,TE
Adam Thielen,CAR,WR
Geno Smith,SEA,QB
Zach Ertz,WAS,TE
Cordarrelle Patterson,PIT,RB
Kyle Juszczyk,SF,RB
Michael Burton,DEN,RB
MyCole Pruitt,PIT,TE
Raheem Mostert,MIA,RB
Chris Manhertz,NYG,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,CHI,WR
DeAndre Hopkins,KC,WR
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Alex Erickson,NE,WR
Jacoby Brissett,NE,QB
Davante Adams,NYJ,WR
Tyler Higbee,LAR,TE
C J Uzomah,PHI,TE
Nick Vannett,TEN,TE
Taylor Heinicke,LAC,QB
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Mike Evans,TB,WR
Allen Robinson,DET,WR
Mack Hollins,BUF,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Cooper Rush,DAL,QB
Tim Patrick,DET,WR
Derrick Henry,BAL,RB
Tyreek Hill,MIA,WR
Eric Saubert,SF,TE
Pharaoh Brown,SEA,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,BUF,WR
Gerald Everett,CHI,TE
Mitchell Trubisky,BUF,QB
Demarcus Robinson,LAR,WR
Mike Williams,PIT,WR
Marquez Valdes Scantling,NO,WR
Jared Goff,DET,QB
Anthony Miller,BAL,WR
Austin Hooper,NE,TE
River Cracraft,MIA,WR
Tyler Boyd,TEN,WR
Johnny Mundt,MIN,TE
Aaron Jones,MIN,RB
Hunter Henry,NE,TE
Zach Pascal,ARI,WR
Calvin Ridley,TEN,WR
KhaDarel Hodge,ATL,WR
David Moore,CAR,WR
Joshua Dobbs,SF,QB
Ross Dwelley,ATL,TE
Josh Reynolds,JAC,WR
Zay Jones,ARI,WR
Jamaal Williams,NO,RB
Baker Mayfield,TB,QB
James Conner,ARI,RB
Mike Boone,CAR,RB
Mason Rudolph,TEN,QB
Ezekiel Elliott,DAL,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Kareem Hunt,KC,RB
Jonnu Smith,MIA,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Samaje Perine,KC,RB
Patrick Mahomes,KC,QB
Mike Gesicki,CIN,TE
Courtland Sutton,DEN,WR
Dante Pettis,NO,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,NO,WR
Allen Lazard,NYJ,WR
Jeremy McNichols,WAS,RB
Deebo Samuel,SF,WR
Trent Sherfield,MIN,WR
D Ernest Johnson,JAC,RB
Justin Watson,KC,WR
Drew Sample,CIN,TE
D Onta Foreman,CLE,RB
Josh Allen,BUF,QB
Craig Reynolds,DET,RB
Will Dissly,LAC,TE
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
Tom Kennedy,DET,WR
Joe Mixon,HOU,RB
Van Jefferson,PIT,WR
KaVontae Turpin,DAL,WR
Jamycal Hasty,NE,RB
Juwan Johnson,NO,TE
James Proche,CLE,WR
D J Chark,LAC,WR
Ray Ray McCloud,ATL,WR
Jakobi Meyers,LV,WR
Drew Lock,NYG,QB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,PHI,RB
Josiah Deguara,JAC,TE
Dan Chisena,CAR,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
D Wayne Eskridge,MIA,WR
Steven Sims,BAL,WR
D J Moore,CHI,WR
Foster Moreau,NO,TE
Velus Jones,CAR,WR
Ashton Dulin,IND,WR
Sam Darnold,MIN,QB
Marquise Brown,KC,WR
K J Osborn,WAS,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Olamide Zaccheaus,WAS,WR
Scott Miller,PIT,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,NYG,RB
Devin Duvernay,JAC,WR
Ty Johnson,BUF,RB
Xavier Smith,LAR,WR
Collin Johnson,CHI,WR
Michael Pittman,IND,WR
Chris Blair,ATL,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
Darnell Mooney,ATL,WR
John Bates,WAS,TE
Noah Fant,SEA,TE
Devaughn Vele,DEN,WR
D K Metcalf,SEA,WR
Feleipe Franks,CAR,TE
Ko Kieft,TB,TE
Jack Stoll,MIA,TE
Tyler Huntley,MIA,QB
Josh Jacobs,GB,RB
Rhamondre Stevenson,NE,RB
Kyle Trask,TB,QB
Justin Herbert,LAC,QB
Najee Harris,PIT,RB
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CIN,RB
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PHI,QB
Rico Dowdle,DAL,RB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Darrynton Evans,CHI,RB
Lucas Krull,DEN,TE
Avery Williams,ATL,RB
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Irv Smith,HOU,TE
Hunter Long,LAR,TE
Mason Kinsey,TEN,WR
Aidan O Connell,LV,QB
John Samuel Shenker,LV,TE
Mac Jones,JAC,QB
