player,team,pos
Marcedes Lewis,CHI,TE
Matthew Stafford,LAR,QB
Russell Wilson,DEN,QB
Julio Jones,PHI,WR
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Adam Thielen,CAR,WR
Geno Smith,SEA,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Michael Burton,DEN,RB
Raheem Mostert,MIA,RB
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Tyler Lockett,SEA,WR
Tyler Kroft,MIA,TE
Alex Erickson,LAC,WR
Odell Beckham,BAL,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
C J Uzomah,NYJ,TE
Sterling Shepard,NYG,WR
Nick Vannett,LAC,TE
DeAndre Carter,LV,WR
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Allen Robinson,PIT,WR
Geoff Swaim,ARI,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
C J Beathard,JAC,QB
Byron Pringle,WAS,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Dwayne Washington,DEN,RB
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Demarcus Robinson,LAR,WR
Tim Boyle,NYJ,QB
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
River Cracraft,MIA,WR
Tanner Hudson,CIN,TE
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Derrick Gore,WAS,RB
Calvin Ridley,JAC,WR
Joshua Dobbs,MIN,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Baker Mayfield,TB,QB
Gus Edwards,BAL,RB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Dalvin Cook,NYJ,RB
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Terry McLaurin,WAS,WR
Patrick Mahomes,KC,QB
Samaje Perine,DEN,RB
Courtland Sutton,DEN,WR
Cedrick Wilson,MIA,WR
Allen Lazard,NYJ,WR
Trenton Irwin,CIN,WR
Hunter Renfrow,LV,WR
Deebo Samuel,SF,WR
Royce Freeman,LAR,RB
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Kyle Allen,BUF,QB
Justin Watson,KC,WR
Chase Edmonds,TB,RB
Jake Browning,CIN,QB
Drew Sample,CIN,TE
D Onta Foreman,CHI,RB
Andrew Beck,HOU,RB
Josh Allen,BUF,QB
David Sills,DEN,WR
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
James Proche,CLE,WR
D J Chark,CAR,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Jakobi Meyers,LV,WR
Drew Lock,SEA,QB
Mitchell Wilcox,CIN,TE
Christian Kirk,JAC,WR
Gunner Olszewski,NYG,WR
Stephen Sullivan,CAR,TE
Joe Burrow,CIN,QB
Andre Baccellia,ARI,WR
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
DJ Turner,LV,WR
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Josiah Deguara,GB,TE
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
D Wayne Eskridge,SEA,WR
Brycen Hopkins,LAR,TE
Steven Sims,HOU,WR
Irvin Charles,NYJ,WR
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Marquise Brown,ARI,WR
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,NYG,WR
Olamide Zaccheaus,PHI,WR
Kyler Murray,ARI,QB
Mike Strachan,CAR,WR
Donald Parham,LAC,TE
Darrell Henderson,LAR,RB
Lawrence Cager,NYG,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Devin Duvernay,BAL,WR
Ty Johnson,BUF,RB
Chris Evans,CIN,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
Simi Fehoko,LAC,WR
John Bates,WAS,TE
Tyree Jackson,NYG,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Tony Jones,ARI,RB
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
N Keal Harry,MIN,WR
Sean McKeon,DAL,TE
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Tua Tagovailoa,MIA,QB
Anthony McFarland,PIT,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Albert Okwuegbunam,PHI,TE
AJ Dillon,GB,RB
Elijah Mitchell,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Austin Trammell,LAR,WR
Terrell Bynum,LAC,WR
Jake Bobo,SEA,WR
Jalen Hurts,PHI,QB
Tommy DeVito,NYG,QB
Travis Homer,CHI,RB
Irv Smith,CIN,TE
Hunter Long,LAR,TE
Brady Russell,SEA,TE
Aidan O Connell,LV,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,CAR,WR
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Salvon Ahmed,MIA,RB
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Jason Brownlee,NYJ,WR
Charlie Kolar,BAL,TE
Donovan Peoples Jones,DET,WR
Jalen Tolbert,DAL,WR
Isiah Pacheco,KC,RB
Jalen Nailor,MIN,WR
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Colton Dowell,TEN,WR
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Kyle Philips,TEN,WR
Will Levis,TEN,QB
Nate Adkins,DEN,TE
Zach Wilson,NYJ,QB
James Mitchell,DET,TE
Ihmir Smith Marsette,CAR,WR
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Dalton Kincaid,BUF,TE
Shedrick Jackson,CIN,WR
Amon Ra St Brown,DET,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Dorian Thompson Robinson,CLE,QB
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Hunter Luepke,DAL,RB
Malik Heath,GB,WR
Ja Marr Chase,CIN,WR
Cole Turner,WAS,TE
Jahan Dotson,WAS,WR
Blake Whiteheart,ARI,TE
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Cedric Tillman,CLE,WR
Isaiah Likely,BAL,TE
Rashee Rice,KC,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Jalen Brooks,DAL,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Jashaun Corbin,NYG,RB
Luke Musgrave,GB,TE
Skyy Moore,KC,WR
Derius Davis,LAC,WR
Jaleel McLaughlin,DEN,RB
Zay Flowers,BAL,WR
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
George Pickens,PIT,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Zach Evans,LAR,RB
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Michael Mayer,LV,TE
Bryce Young,CAR,QB
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Sean Tucker,TB,RB
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Israel Abanikanda,NYJ,RB
