player,team,pos
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Jimmy Graham,NO,TE
Andy Dalton,CAR,QB
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Marvin Jones,DET,WR
Randall Cobb,NYJ,WR
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
Zach Ertz,ARI,TE
Cordarrelle Patterson,ATL,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Jimmy Garoppolo,LV,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,RB
Raheem Mostert,MIA,RB
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Kroft,MIA,TE
Odell Beckham,BAL,WR
Teddy Bridgewater,DET,QB
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Ty Montgomery,NE,RB
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
DeAndre Carter,LV,WR
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Hayden Hurst,CAR,TE
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Geoff Swaim,ARI,TE
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Byron Pringle,WAS,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jameis Winston,NO,QB
Kenyan Drake,BAL,RB
Tyreek Hill,MIA,WR
Dwayne Washington,DEN,RB
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Pharaoh Brown,NE,TE
Patrick Ricard,BAL,RB
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
Corey Clement,ARI,RB
Tyler Boyd,CIN,WR
Darrell Daniels,DET,TE
Johnny Mundt,MIN,TE
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Derrick Gore,WAS,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Joshua Dobbs,ARI,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Isaiah McKenzie,IND,WR
Gus Edwards,BAL,RB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
James Conner,ARI,RB
Laquon Treadwell,BAL,WR
Ezekiel Elliott,NE,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Dalvin Cook,NYJ,RB
Jonnu Smith,ATL,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Terry McLaurin,WAS,WR
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Allen Lazard,NYJ,WR
Hunter Renfrow,LV,WR
Deebo Samuel,SF,WR
Trent Sherfield,BUF,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Justin Watson,KC,WR
Drew Sample,CIN,TE
Andrew Beck,HOU,RB
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Jamycal Hasty,JAC,RB
D J Chark,CAR,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,NE,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Damien Harris,BUF,RB
Josiah Deguara,GB,TE
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Irvin Charles,NYJ,WR
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Velus Jones,CHI,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Sam Darnold,SF,QB
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,NYG,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Lawrence Cager,NYG,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Devin Duvernay,BAL,WR
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Lynn Bowden,NO,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Deonte Harty,BUF,WR
Zack Moss,IND,RB
N Keal Harry,MIN,WR
Sean McKeon,DAL,TE
Kwamie Lassiter,CIN,WR
Jack Stoll,PHI,TE
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Brandon Aiyuk,SF,WR
Samori Toure,GB,WR
Kylen Granson,IND,TE
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Brandon Johnson,DEN,WR
Drew Ogletree,IND,TE
Jalen Hurts,PHI,QB
Irv Smith,CIN,TE
Travis Homer,CHI,RB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Luke Schoonmaker,DAL,TE
Laviska Shenault,CAR,WR
Isaiah Hodgins,NYG,WR
Jordan Love,GB,QB
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Jalen Tolbert,DAL,WR
Gary Brightwell,NYG,RB
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,KC,WR
Nico Collins,HOU,WR
Calvin Austin,PIT,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Colton Dowell,TEN,WR
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Jordan Mason,SF,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Kyle Philips,TEN,WR
Cam Akers,MIN,RB
Nate Adkins,DEN,TE
Zach Wilson,NYJ,QB
Ihmir Smith Marsette,CAR,WR
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Zamir White,LV,RB
Amari Rodgers,IND,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Antoine Green,DET,WR
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Justyn Ross,KC,WR
Brock Purdy,SF,QB
Chris Brooks,MIA,RB
