player,team,pos
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Jimmy Graham,NO,TE
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Marvin Jones,DET,WR
Randall Cobb,NYJ,WR
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,CLE,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,RB
Raheem Mostert,MIA,RB
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Willie Snead,SF,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Ty Montgomery,NE,RB
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
DeAndre Carter,LV,WR
Melvin Gordon,BAL,RB
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CAR,TE
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Geoff Swaim,ARI,TE
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Byron Pringle,WAS,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jameis Winston,NO,QB
Tyreek Hill,MIA,WR
Dwayne Washington,DEN,RB
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Pharaoh Brown,NE,TE
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Demarcus Robinson,LAR,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
Corey Clement,ARI,RB
Tanner Hudson,CIN,TE
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Darrell Daniels,DET,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Derrick Gore,WAS,RB
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Joshua Dobbs,ARI,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Isaiah McKenzie,IND,WR
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
David Wells,TB,TE
James Conner,ARI,RB
Laquon Treadwell,BAL,WR
Ezekiel Elliott,NE,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,NYJ,RB
Jonnu Smith,ATL,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Terry McLaurin,WAS,WR
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Allen Lazard,NYJ,WR
Hunter Renfrow,LV,WR
Cody Thompson,SEA,WR
Deebo Samuel,SF,WR
Royce Freeman,LAR,RB
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Kyle Allen,BUF,QB
Keelan Doss,LAC,WR
Justin Watson,KC,WR
Drew Sample,CIN,TE
Andrew Beck,HOU,RB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Jamycal Hasty,JAC,RB
D J Chark,CAR,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Drew Lock,SEA,QB
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,NE,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Damien Harris,BUF,RB
Josiah Deguara,GB,TE
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
D J Moore,CHI,WR
Jacob Harris,JAC,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Ke Shawn Vaughn,TB,RB
Velus Jones,CHI,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Sam Darnold,SF,QB
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Parris Campbell,NYG,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Donald Parham,LAC,TE
Lawrence Cager,NYG,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Devin Duvernay,BAL,WR
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Lynn Bowden,NO,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
Simi Fehoko,LAC,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Tony Jones,NO,RB
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
Dez Fitzpatrick,PIT,WR
N Keal Harry,MIN,WR
Sean McKeon,DAL,TE
Jake Funk,IND,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Tyler Huntley,BAL,QB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,NYJ,WR
Brandon Aiyuk,SF,WR
Kylen Granson,IND,TE
Samori Toure,GB,WR
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
AJ Dillon,GB,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Brandon Johnson,DEN,WR
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Travis Homer,CHI,RB
Jalen Hurts,PHI,QB
Mason Kinsey,TEN,WR
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
Aidan O Connell,LV,QB
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,CAR,WR
Isaiah Hodgins,NYG,WR
Pat Freiermuth,PIT,TE
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Salvon Ahmed,MIA,RB
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Elijah Dotson,LAC,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Jalen Tolbert,DAL,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,KC,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
