player,team,pos
Aaron Rodgers,NYJ,QB
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Brian Hoyer,LV,QB
Jimmy Graham,NO,TE
Matthew Stafford,LAR,QB
Taiwan Jones,NYG,RB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Tyrod Taylor,NYG,QB
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Marvin Jones,DET,WR
Randall Cobb,NYJ,WR
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,CLE,WR
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Jimmy Garoppolo,LV,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,RB
Raheem Mostert,MIA,RB
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Tyler Kroft,MIA,TE
Odell Beckham,BAL,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,DEN,WR
C J Uzomah,NYJ,TE
Ty Montgomery,NE,RB
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
DeAndre Carter,LV,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CAR,TE
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Geoff Swaim,ARI,TE
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
Byron Pringle,WAS,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Pharaoh Brown,NE,TE
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Godwin Igwebuike,ATL,RB
Demarcus Robinson,LAR,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
River Cracraft,MIA,WR
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Joshua Dobbs,ARI,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,NO,RB
Isaiah McKenzie,IND,WR
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Boston Scott,PHI,RB
David Wells,TB,TE
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Ezekiel Elliott,NE,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Dalvin Cook,NYJ,RB
Durham Smythe,MIA,TE
Jonnu Smith,ATL,TE
Richie James,KC,WR
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Deshaun Watson,CLE,QB
Terry McLaurin,WAS,WR
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Matt Bushman,KC,TE
Trenton Irwin,CIN,WR
Allen Lazard,NYJ,WR
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Noah Brown,HOU,WR
Cody Thompson,SEA,WR
Deebo Samuel,SF,WR
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Jason Cabinda,DET,RB
Justin Watson,KC,WR
Jake Browning,CIN,QB
Chase Edmonds,TB,RB
Drew Sample,CIN,TE
D Onta Foreman,CHI,RB
Andrew Beck,HOU,RB
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Juwann Winfree,IND,WR
Juwan Johnson,NO,TE
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,NE,WR
Joe Burrow,CIN,QB
Kirk Merritt,NO,WR
Lamar Jackson,BAL,QB
Kristian Wilkerson,LV,WR
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Damien Harris,BUF,RB
Josiah Deguara,GB,TE
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Sam Darnold,SF,QB
David Montgomery,DET,RB
K J Osborn,MIN,WR
