player,team,pos
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Jimmy Graham,NO,TE
Andy Dalton,CAR,QB
Matthew Stafford,LAR,QB
Taiwan Jones,NYG,RB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Marvin Jones,DET,WR
Adam Thielen,CAR,WR
Randall Cobb,NYJ,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,CLE,WR
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Jimmy Garoppolo,LV,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,RB
Raheem Mostert,MIA,RB
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Tyler Kroft,MIA,TE
Odell Beckham,BAL,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Ty Montgomery,NE,RB
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
DeAndre Carter,LV,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CAR,TE
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Geoff Swaim,ARI,TE
Mo Alie Cox,IND,TE
George Kittle,SF,TE
Byron Pringle,WAS,WR
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Dwayne Washington,DEN,RB
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Pharaoh Brown,NE,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Godwin Igwebuike,ATL,RB
Demarcus Robinson,LAR,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
River Cracraft,MIA,WR
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
KhaDarel Hodge,ATL,WR
Dallas Goedert,PHI,TE
Joshua Dobbs,ARI,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamaal Williams,NO,RB
Jamal Agnew,JAC,WR
Isaiah McKenzie,IND,WR
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Boston Scott,PHI,RB
David Wells,TB,TE
James Conner,ARI,RB
Ezekiel Elliott,NE,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Dalvin Cook,NYJ,RB
Jonnu Smith,ATL,TE
Richie James,KC,WR
Mark Andrews,BAL,TE
Trevon Wesco,TEN,TE
Deshaun Watson,CLE,QB
Terry McLaurin,WAS,WR
Brandon Powell,MIN,WR
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Trenton Irwin,CIN,WR
Allen Lazard,NYJ,WR
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Cody Thompson,SEA,WR
Deebo Samuel,SF,WR
Rashaad Penny,PHI,RB
Royce Freeman,LAR,RB
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Kyle Allen,BUF,QB
Jason Cabinda,DET,RB
Justin Watson,KC,WR
Chase Edmonds,TB,RB
Drew Sample,CIN,TE
Andrew Beck,HOU,RB
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Juwann Winfree,IND,WR
Juwan Johnson,NO,TE
D J Chark,CAR,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,NE,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Kristian Wilkerson,LV,WR
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Damien Harris,BUF,RB
Josiah Deguara,GB,TE
Myles Gaskin,MIN,RB
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
Josh Oliver,MIN,TE
Brycen Hopkins,LAR,TE
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Velus Jones,CHI,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,NYG,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Donald Parham,LAC,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Devin Duvernay,BAL,WR
Michael Pittman,IND,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Tony Jones,NO,RB
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
Jake Funk,IND,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,NYJ,WR
Brandon Aiyuk,SF,WR
Samori Toure,GB,WR
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Chase Claypool,CHI,WR
Brandon Johnson,DEN,WR
Jake Bobo,SEA,WR
Travis Homer,CHI,RB
Irv Smith,CIN,TE
Jalen Hurts,PHI,QB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Laviska Shenault,CAR,WR
Stone Smartt,LAC,TE
Isaiah Hodgins,NYG,WR
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Salvon Ahmed,MIA,RB
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Elijah Dotson,LAC,RB
Emari Demercado,ARI,RB
Connor Heyward,PIT,TE
Quintin Morris,BUF,TE
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Ronnie Rivers,LAR,RB
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Jalen Tolbert,DAL,WR
Gary Brightwell,NYG,RB
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Jalen Nailor,MIN,WR
Cole Kmet,CHI,TE
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Emanuel Wilson,GB,RB
Tylan Wallace,BAL,WR
Jordan Mason,SF,RB
