player,team,pos
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Jimmy Graham,NO,TE
Ryan Tannehill,TEN,QB
Julio Jones,PHI,WR
Tyrod Taylor,NYG,QB
Blaine Gabbert,KC,QB
Brandon Bolden,LV,RB
Randall Cobb,NYJ,WR
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
A J McCarron,CIN,QB
Geno Smith,SEA,QB
Cordarrelle Patterson,ATL,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Jimmy Garoppolo,LV,QB
Trevor Siemian,NYJ,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Jordan Akins,CLE,TE
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Alex Erickson,LAC,WR
Davante Adams,LV,WR
Carson Wentz,LAR,QB
DeVante Parker,NE,WR
Sterling Shepard,NYG,WR
Nick Vannett,LAC,TE
DeAndre Carter,LV,WR
Melvin Gordon,BAL,RB
Jeff Driskel,CLE,QB
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
Marcus Mariota,PHI,QB
Byron Pringle,WAS,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jameis Winston,NO,QB
Tyreek Hill,MIA,WR
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Eric Saubert,HOU,TE
Pharaoh Brown,NE,TE
Nathan Peterman,CHI,QB
Dare Ogunbowale,HOU,RB
Alex Armah,WAS,RB
Patrick Ricard,BAL,RB
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Godwin Igwebuike,PIT,RB
Demarcus Robinson,LAR,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
River Cracraft,MIA,WR
Tanner Hudson,CIN,TE
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Derrick Gore,WAS,RB
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
David Moore,TB,WR
Leonard Fournette,BUF,RB
Logan Woodside,ATL,QB
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Nick Mullens,MIN,QB
Zay Jones,JAC,WR
Jamaal Williams,NO,RB
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Laquon Treadwell,BAL,WR
Mason Rudolph,PIT,QB
Ezekiel Elliott,NE,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Jonnu Smith,ATL,TE
Richie James,KC,WR
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Terry McLaurin,WAS,WR
Easton Stick,LAC,QB
Samaje Perine,DEN,RB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Matt Sokol,NE,TE
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Hunter Renfrow,LV,WR
Jeremy McNichols,SF,RB
Deebo Samuel,SF,WR
Rashaad Penny,PHI,RB
Royce Freeman,LAR,RB
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Jason Cabinda,DET,RB
Keelan Doss,LAC,WR
Justin Watson,KC,WR
Jake Browning,CIN,QB
Chase Edmonds,TB,RB
Drew Sample,CIN,TE
Andrew Beck,HOU,RB
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,ATL,WR
KaVontae Turpin,DAL,WR
Jarrett Stidham,DEN,QB
Curtis Samuel,WAS,WR
Juwann Winfree,IND,WR
Stanley Morgan,CIN,WR
Zach Gentry,LV,TE
Juwan Johnson,NO,TE
James Proche,CLE,WR
D J Chark,CAR,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Mitchell Wilcox,CIN,TE
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
D J Montgomery,IND,WR
Gunner Olszewski,NYG,WR
Stephen Sullivan,CAR,TE
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
DJ Turner,LV,WR
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Josiah Deguara,GB,TE
Dan Chisena,ARI,WR
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Brycen Hopkins,LAR,TE
Irvin Charles,NYJ,WR
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Velus Jones,CHI,WR
Sam Darnold,SF,QB
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
Lucky Jackson,MIN,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Kyler Murray,ARI,QB
Donald Parham,LAC,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Ty Johnson,BUF,RB
Collin Johnson,CHI,WR
Jonathan Ward,TEN,RB
Michael Pittman,IND,WR
Lynn Bowden,NO,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
La Mical Perine,KC,RB
Tyler Huntley,BAL,QB
Kene Nwangwu,MIN,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Kylen Granson,IND,TE
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
Elijah Mitchell,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Travis Vokolek,ARI,TE
Quez Watkins,PHI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Xazavian Valladay,NYJ,RB
Austin Trammell,LAR,WR
Chase Claypool,MIA,WR
Lucas Krull,DEN,TE
Brandon Johnson,DEN,WR
Jake Bobo,SEA,WR
Tommy DeVito,NYG,QB
Travis Homer,CHI,RB
Jalen Hurts,PHI,QB
Tyler Johnson,LAR,WR
Mason Kinsey,TEN,WR
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
Aidan O Connell,LV,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Malik Cunningham,BAL,QB
Elijah Cooks,JAC,WR
Isaiah Hodgins,NYG,WR
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Kenny Yeboah,NYJ,TE
Jordan Love,GB,QB
Jaylen Warren,PIT,RB
Nick Muse,MIN,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Jalen Reagor,NE,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
Jake Ferguson,DAL,TE
Tucker Fisk,ATL,TE
Emari Demercado,ARI,RB
Jonathan Taylor,IND,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Jason Brownlee,NYJ,WR
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Donovan Peoples Jones,DET,WR
Jalen Tolbert,DAL,WR
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Clayton Tune,ARI,QB
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Johnny Johnson,HOU,WR
Michael Carter,ARI,RB
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Ben Mason,BAL,RB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Zack Kuntz,NYJ,TE
