player,team,pos
Marcedes Lewis,CHI,TE
Matthew Slater,NE,WR
Brian Hoyer,LV,QB
Jimmy Graham,NO,TE
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Marvin Jones,DET,WR
Randall Cobb,NYJ,WR
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,CLE,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Jimmy Garoppolo,LV,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Damien Williams,ARI,RB
Keith Smith,ATL,RB
Raheem Mostert,MIA,RB
Robert Woods,HOU,WR
Chris Manhertz,DEN,TE
Jordan Akins,CLE,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Odell Beckham,BAL,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Ty Montgomery,NE,RB
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
DeAndre Carter,LV,WR
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CAR,TE
J P Holtz,NO,TE
Mack Hollins,ATL,WR
Geoff Swaim,ARI,TE
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
C J Beathard,JAC,QB
Byron Pringle,WAS,WR
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Dwayne Washington,DEN,RB
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Pharaoh Brown,NE,TE
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Demarcus Robinson,LAR,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
Tyler Boyd,CIN,WR
Darrell Daniels,DET,TE
Johnny Mundt,MIN,TE
Hunter Henry,NE,TE
Devon Allen,PHI,WR
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Joshua Dobbs,ARI,QB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
P J Walker,CLE,QB
Matt Breida,NYG,RB
Mike White,MIA,QB
Jamal Agnew,JAC,WR
Isaiah McKenzie,IND,WR
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
Austin Ekeler,LAC,RB
Ezekiel Elliott,NE,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,NYJ,RB
Jonnu Smith,ATL,TE
Mark Andrews,BAL,TE
Brandon Powell,MIN,WR
Trevon Wesco,TEN,TE
Terry McLaurin,WAS,WR
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Courtland Sutton,DEN,WR
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Allen Lazard,NYJ,WR
Hunter Renfrow,LV,WR
Noah Brown,HOU,WR
Cody Thompson,SEA,WR
Deebo Samuel,SF,WR
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Kyle Allen,BUF,QB
Keelan Doss,LAC,WR
Justin Watson,KC,WR
Drew Sample,CIN,TE
D Onta Foreman,CHI,RB
Andrew Beck,HOU,RB
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,HOU,TE
Joe Mixon,CIN,RB
Van Jefferson,ATL,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
D J Chark,CAR,WR
Devine Ozigbo,DET,RB
Ray Ray McCloud,SF,WR
Mitchell Wilcox,CIN,TE
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
Stephen Sullivan,CAR,TE
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Damien Harris,BUF,RB
Jesper Horsted,LV,TE
Britain Covey,PHI,WR
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Irvin Charles,NYJ,WR
D J Moore,CHI,WR
Tony Pollard,DAL,RB
Ke Shawn Vaughn,TB,RB
Foster Moreau,NO,TE
Velus Jones,CHI,WR
Marquise Brown,ARI,WR
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,NYG,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Donald Parham,LAC,TE
Lawrence Cager,NYG,TE
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Devin Duvernay,BAL,WR
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Lynn Bowden,NO,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Joshua Kelley,LAC,RB
Noah Fant,SEA,TE
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
N Keal Harry,MIN,WR
Sean McKeon,DAL,TE
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Justin Herbert,LAC,QB
Trishton Jackson,MIN,WR
Mecole Hardman,NYJ,WR
Brandon Aiyuk,SF,WR
Tanner Conner,MIA,TE
Kylen Granson,IND,TE
Lil Jordan Humphrey,DEN,WR
Harrison Bryant,CLE,TE
Elijah Mitchell,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Darrynton Evans,CHI,RB
Drew Ogletree,IND,TE
Brandon Johnson,DEN,WR
Jake Bobo,SEA,WR
Jalen Hurts,PHI,QB
Irv Smith,CIN,TE
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,CAR,WR
Malik Cunningham,NE,QB
Elijah Cooks,JAC,WR
Isaiah Hodgins,NYG,WR
DeVonta Smith,PHI,WR
Malik Davis,DAL,RB
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Salvon Ahmed,MIA,RB
Jalen Reagor,NE,WR
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
Jaelon Darden,CLE,WR
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Travis Etienne,JAC,RB
Trey Sermon,IND,RB
Kadarius Toney,KC,WR
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Donovan Peoples Jones,CLE,WR
Jalen Tolbert,DAL,WR
Gary Brightwell,NYG,RB
Justin Fields,CHI,QB
Isiah Pacheco,KC,RB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,KC,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Colton Dowell,TEN,WR
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Jordan Mason,SF,RB
Malik Willis,TEN,QB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Jordan Mims,NO,RB
Kyle Philips,TEN,WR
Cam Akers,MIN,RB
