player,team,pos
Marcedes Lewis,CHI,TE
Joe Flacco,CLE,QB
Matthew Slater,NE,WR
Jimmy Graham,NO,TE
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Julio Jones,PHI,WR
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Latavius Murray,BUF,RB
Brandon Bolden,LV,RB
Adam Thielen,CAR,WR
Taysom Hill,NO,TE
Randall Cobb,NYJ,WR
Matt Barkley,JAC,QB
Geno Smith,SEA,QB
Marquise Goodwin,CLE,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,NO,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Trevor Siemian,NYJ,QB
Michael Burton,DEN,RB
MyCole Pruitt,ATL,TE
Chris Manhertz,DEN,TE
Robert Woods,HOU,WR
Jordan Akins,CLE,TE
DeAndre Hopkins,TEN,WR
Darren Waller,NYG,TE
Tyler Lockett,SEA,WR
Chris Conley,SF,WR
Odell Beckham,BAL,WR
Alex Erickson,LAC,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,DEN,WR
DeVante Parker,NE,WR
Sterling Shepard,NYG,WR
Nick Vannett,LAC,TE
Taylor Heinicke,ATL,QB
DeAndre Carter,LV,WR
Melvin Gordon,BAL,RB
Robbie Anderson,MIA,WR
Nelson Agholor,BAL,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,TEN,WR
Jamison Crowder,WAS,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Allen Robinson,PIT,WR
Mack Hollins,ATL,WR
Mo Alie Cox,IND,TE
Brandin Cooks,DAL,WR
George Kittle,SF,TE
C J Beathard,JAC,QB
Byron Pringle,WAS,WR
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Trent Taylor,CHI,WR
Robert Tonyan,CHI,TE
Eric Saubert,HOU,TE
Pharaoh Brown,NE,TE
Dare Ogunbowale,HOU,RB
Alex Armah,WAS,RB
Patrick Ricard,BAL,RB
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Godwin Igwebuike,PIT,RB
Demarcus Robinson,LAR,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,LV,TE
River Cracraft,MIA,WR
Tanner Hudson,CIN,TE
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Derrick Gore,WAS,RB
Jakob Johnson,LV,RB
Zach Pascal,ARI,WR
Calvin Ridley,JAC,WR
Keith Kirkwood,NO,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
David Moore,TB,WR
Josh Reynolds,DET,WR
Anthony Firkser,DET,TE
Matt Breida,NYG,RB
Nick Mullens,MIN,QB
Mike White,MIA,QB
Jamal Agnew,JAC,WR
Jamaal Williams,NO,RB
Gus Edwards,BAL,RB
Baker Mayfield,TB,QB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
David Wells,TB,TE
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Laquon Treadwell,BAL,WR
Mason Rudolph,PIT,QB
Ezekiel Elliott,NE,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Jonnu Smith,ATL,TE
Richie James,KC,WR
Brandon Powell,MIN,WR
Terry McLaurin,WAS,WR
Easton Stick,LAC,QB
Samaje Perine,DEN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,NE,TE
Braxton Berrios,MIA,WR
Matt Sokol,NE,TE
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Hunter Renfrow,LV,WR
Noah Brown,HOU,WR
Deebo Samuel,SF,WR
Royce Freeman,LAR,RB
Trent Sherfield,BUF,WR
Chris Godwin,TB,WR
D Ernest Johnson,JAC,RB
Michael Gallup,DAL,WR
Kyle Allen,BUF,QB
Keelan Doss,LAC,WR
Justin Watson,KC,WR
Jake Browning,CIN,QB
Chase Edmonds,TB,RB
Drew Sample,CIN,TE
Gardner Minshew,IND,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Nick Bawden,NYJ,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
Dalton Schultz,HOU,TE
David Njoku,CLE,TE
Joe Mixon,CIN,RB
Van Jefferson,ATL,WR
KaVontae Turpin,DAL,WR
Jarrett Stidham,DEN,QB
Curtis Samuel,WAS,WR
Juwan Johnson,NO,TE
D J Chark,CAR,WR
James Proche,CLE,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Mitchell Wilcox,CIN,TE
Jakobi Meyers,LV,WR
Dawson Knox,BUF,TE
D J Montgomery,IND,WR
Gunner Olszewski,NYG,WR
Stephen Sullivan,CAR,TE
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
DJ Turner,LV,WR
Adam Trautman,DEN,TE
Saquon Barkley,NYG,RB
Josiah Deguara,GB,TE
Dan Chisena,ARI,WR
Josh Oliver,MIN,TE
Brycen Hopkins,LAR,TE
D J Moore,CHI,WR
Irvin Charles,NYJ,WR
Tony Pollard,DAL,RB
Miles Sanders,CAR,RB
Foster Moreau,NO,TE
Velus Jones,CHI,WR
Sam Darnold,SF,QB
Jalen Guyton,LAC,WR
David Montgomery,DET,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
Lucky Jackson,MIN,WR
Olamide Zaccheaus,PHI,WR
Scott Miller,ATL,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
