player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Mark Ingram,RB,NO,0,14,0,0,0.2728248725442228,0.2237008280510005,0.18314903742214905,0.05424506951777202,0.0616016973159146,0.03516528634796361,0.02676784558687582,0,0.00429893186486267,NA
Jameis Winston,QB,NO,0,7,0,0,0.09691301171037792,0.13191696527059518,0.11809165265851489,0,0,0,0,0.15280932720308016,0,NA
Michael Thomas,WR,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Q
Nick Vannett,TE,NO,0,7,0,0,0,0,0,0.05394524557911086,0.05309116703400177,0.0703423894004737,0.06005807211843526,0,0.00270647060928084,NA
Dwayne Washington,RB,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
J P Holtz,TE,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Zach Wood,TE,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Alvin Kamara,RB,NO,0,13,0,0,0.391379470368834,0.38425859299859194,0.3386775611211916,0.12974523167488713,0.14929054661697932,0.1250214937117731,0.1519943442871068,0,0.00270647060928084,NA
Taysom Hill,TE,NO,0,12,0,0,0.12366504098459684,0.17337279873414568,0.25867998693941263,0.012587223968459191,0.013764376638444892,0.0160430010913361,0.00696839215463101,0,0.00649552946227403,NA
Tre Quan Smith,WR,NO,0,11,0,0,0,0,0,0.11442930880417457,0.12012546884461005,0.12688555408602195,0.11962368711272782,0,0.00723321958047426,Q
Deonte Harty,WR,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Adam Trautman,TE,NO,0,13,0,0,0,0,0,0.08326932779134548,0.08576265443954131,0.0748989814264153,0.07527119458639984,0,0.01339871046818737,NA
Marquez Callaway,WR,NO,0,17,0,0,0,0,0,0.12439138980594973,0.11173435153561155,0.1520092501595376,0.14083322095982742,0,0.00270647060928084,NA
Juwan Johnson,TE,NO,0,14,0,0,0,0,0,0.039559846758014626,0.03834362063566794,0.04204676659652375,0.08212975867054977,0,0.00270647060928084,NA
Tony Jones,RB,NO,0,11,0,0,0.10407135916625812,0.07181022096329222,0.04951600980749648,0.018308689408667922,0.018769604506970315,0.0097604272373863,0.00849511186146076,0,0.00270647060928084,NA
Kirk Merritt,WR,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Adam Prentice,RB,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Chris Olave,WR,NO,0,0,0,0,0,0,0,0.19261975753488808,0.18367741675776886,0.17906867778149238,0.19072319125086545,0,0.00649552946227403,NA
Dai Jean Dixon,WR,NO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Cordarrelle Patterson,RB,ATL,0,16,0,0,0.41276006692202577,0.40772282646368985,0.41802967579409395,0.10995914402153609,0.12257261746907165,0.11668982342009064,0.15912330919425624,0,0.00415678824082824,NA
Damien Williams,RB,ATL,0,12,0,0,0.11904301345284708,0.10373024085988294,0.1339932920957037,0.051665920069159633,0.0571021029173185,0.03385746005654909,0.0582309021019102,0,0.00270647060928084,NA
Keith Smith,RB,ATL,0,17,0,0,0.02285176841090799,0.01924905024995147,0.00943563031969141,0.014998689721607646,0.019966580221206242,0.01122306588497222,0.007428779575206283,0,0.00270647060928084,NA
Marcus Mariota,QB,ATL,0,10,0,0,0.05326743536748772,0.08240872196391785,0.0761861577315045,0,0,0,0,0.16762414201789497,0,NA
Damiere Byrd,WR,ATL,0,17,0,0,0,0,0,0.0602548837635212,0.06549947099339475,0.07633880771173945,0.055631427007021846,0,0.01379471935185057,NA
Anthony Firkser,TE,ATL,0,15,0,0,0,0,0,0.07828531056525538,0.08977277684271467,0.07180042709537446,0.07862283645096532,0,0.015528340097817,NA
KhaDarel Hodge,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Qadree Ollison,RB,ATL,0,8,0,0,0.11330668503741884,0.1385465915167878,0.13145852202614802,0.019123329395049748,0.018857325764472556,0.005110503215478408,0.007569814827979169,0,0.01422119045733402,NA
Olamide Zaccheaus,WR,ATL,0,17,0,0,0.00253908537898977,0.00124187420967428,9.652556513880426e-4,0.07949305552452055,0.06877377631748816,0.0813672276660486,0.09540713212818544,0,0.00270647060928084,NA
Parker Hesse,TE,ATL,0,8,0,0,0,0,0,0.019123329395049748,0.023571657205590693,0.01831263652213101,0.009628707410639705,0,0.00270647060928084,NA
Kyle Pitts,TE,ATL,0,17,0,0,0,0,0,0.16498558693768414,0.1508586061157805,0.20562259996395535,0.10034964777196641,0,0.00270647060928084,NA
Frank Darby,WR,ATL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Caleb Huntley,RB,ATL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
Drake London,WR,ATL,0,0,0,0,0,0,0,0.22896957011093633,0.22282932976544306,0.1982523119006002,0.20939107383403374,0,0.00649552946227403,Q
