player,pos,team,games_played,py_games_played,touches,fmb,adj_rus_att_per,adj_rus_yds_per,adj_rus_tds_per,adj_tgt_per,adj_rec_per,adj_rec_yds_per,adj_rec_tds_per,py_qb_fl,py_fl_per_tou,injury_status
Kalif Raymond,WR,DET,0,2,0,0,0.0130683739509241,0.021419721834759275,0.01449103736306272,0.088929735031938,0.09218439293666898,0.11240818764309995,0.09105712263543601,0,0.01675482291358858,NA
Josh Reynolds,WR,DET,0,2,0,0,0,0,0,0.06690917464558421,0.06535313265044143,0.06466845660444193,0.06781418894301552,0,0.01209928658871206,NA
Jason Cabinda,RB,DET,0,1,0,0,0,0,0,0,0,0,0,0,0.01291738781713031,NA
David Montgomery,RB,DET,0,2,0,0,0.21332485595430126,0.1660264939938955,0.1581121718980002,0.07676580831368394,0.0865766381913072,0.07932982058539112,0.07608734491698267,0,0.0111914109220876,NA
Trinity Benson,WR,DET,0,1,0,0,0,0,0,0,0,0,0,0,0.01291738781713031,NA
Craig Reynolds,RB,DET,0,1,0,0,0.013854026830134149,0.01486817333826246,0.014121855628380257,0.011941225743984563,0.012252226434109477,0.012559343414258635,0.013547347107214192,0,0.01222846046688336,NA
Amon Ra St Brown,WR,DET,0,2,0,0,0.01520177913165771,0.013592703216516918,0.014195955349492497,0.19399495248742885,0.19401830098495726,0.18991162207001783,0.19113961673874702,0,0.01044155515218033,NA
Jermar Jefferson,RB,DET,0,1,0,0,0.02867973507436435,0.045440046978376045,0.06332635966200344,0.011200767440346388,0.012499650613740995,0.008024093325905687,0.007906937387585633,0,0.01291738781713031,Q
Brock Wright,TE,DET,0,2,0,0,0,0,0,0.04245441926485881,0.03981827687495364,0.035763962965621315,0.05692653087676782,0,0.0125298661826164,NA
James Mitchell,TE,DET,0,2,0,0,0,0,0,0.0226439594356617,0.02694387582365235,0.026823919169361884,0.022965061032480617,0,0.01268056904048292,NA
Maurice Alexander,WR,DET,0,1,0,0,0,0,0,0.0027526153997933984,0.003104960814988749,0.002448520263037045,0.0025130790203284044,0,0.01289585883743509,NA
Jerick McKinnon,RB,KC,0,2,0,0,0.15223820459087611,0.11262990551333368,0.10969724145118409,0.14445624177935065,0.15201826110025585,0.12743884326496266,0.21309402683460776,0,0.01182834508280918,NA
Blake Bell,TE,KC,0,2,0,0,0.002922911175240024,0.0018814256562380758,0.002200222008663639,0.02830805379008191,0.03157383587263775,0.02575864573794317,0.030091234002477762,0,0.01287432985773988,NA
Justin Watson,WR,KC,0,2,0,0,0,0,0,0.07743761841227344,0.06373391963846936,0.10991524163242439,0.06819168544901254,0,0.01259445312170205,NA
Marquez Valdes Scantling,WR,KC,0,2,0,0,3.7154529386378565e-6,3.4235361687114427e-6,3.5452615216036688e-6,0.1692843670421658,0.1458175785360394,0.1343311332056118,0.12912462389714358,0,0.01199164169023597,NA
