"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Nick Chubb",CLE,"at HOU","4 out of 5 stars","A+","19.3"
"2","Austin Ekeler",LAC,"at LV","3 out of 5 stars","A+","16.6"
"3","Josh Jacobs",LV,"vs. LAC","4 out of 5 stars","A+","15.9"
"4","Derrick Henry",TEN,"at PHI","4 out of 5 stars","A+","15.7"
"5","Jonathan Taylor",IND,"at DAL","3 out of 5 stars","A","14.9"
"6","Rhamondre Stevenson",NE,"vs. BUF","3 out of 5 stars","A","14.5"
"7","Kenneth Walker III",SEA,"at LAR","3 out of 5 stars","A","14.1"
"8","Christian McCaffrey",SF,"vs. MIA","2 out of 5 stars","A","14.0"
"9","Dalvin Cook",MIN,"vs. NYJ","3 out of 5 stars","A","13.9"
"10","Saquon Barkley",NYG,"vs. WAS","2 out of 5 stars","A-","13.8"
"11","Aaron Jones",GB,"at CHI","4 out of 5 stars","A-","13.7"
"12","Joe Mixon",CIN,"vs. KC","3 out of 5 stars","A-","13.5"
"13","David Montgomery",CHI,"vs. GB","4 out of 5 stars","A-","13.1"
"14","Travis Etienne Jr.",JAC,"at DET","4 out of 5 stars","A-","13.0"
"15","Dameon Pierce",HOU,"vs. CLE","4 out of 5 stars","B+","12.5"
"16","Alvin Kamara",NO,"at TB","3 out of 5 stars","B+","12.3"
"17","Tony Pollard",DAL,"vs. IND","2 out of 5 stars","B+","11.3"
"18","Jamaal Williams",DET,"vs. JAC","4 out of 5 stars","B+","11.3"
"19","Miles Sanders",PHI,"vs. TEN","2 out of 5 stars","B","10.7"
"20","Rachaad White",TB,"vs. NO","2 out of 5 stars","B","10.7"
"21","Isiah Pacheco",KC,"at CIN","3 out of 5 stars","B","10.6"
"22","Brian Robinson Jr.",WAS,"at NYG","3 out of 5 stars","B-","10.4"
"23","Ezekiel Elliott",DAL,"vs. IND","2 out of 5 stars","B-","10.2"
"24","Gus Edwards",BAL,"vs. DEN","3 out of 5 stars","B-","10.1"
"25","Jeff Wilson Jr.",MIA,"at SF","2 out of 5 stars","B-","10.1"
"26","Devin Singletary",BUF,"at NE","2 out of 5 stars","C+","10.0"
"27","Zonovan Knight",NYJ,"at MIN","3 out of 5 stars","C+","10.0"
"28","Antonio Gibson",WAS,"at NYG","3 out of 5 stars","C+","8.1"
"29","Cordarrelle Patterson",ATL,"vs. PIT","2 out of 5 stars","C","8.0"
"30","AJ Dillon",GB,"at CHI","4 out of 5 stars","C","8.0"
"31","Latavius Murray",DEN,"at BAL","3 out of 5 stars","C","7.1"
"32","D'Andre Swift",DET,"vs. JAC","4 out of 5 stars","C","6.9"
"33","Kyren Williams",LAR,"vs. SEA","4 out of 5 stars","C","6.8"
"34","Kareem Hunt",CLE,"at HOU","4 out of 5 stars","C","6.8"
"35","Tyler Allgeier",ATL,"vs. PIT","2 out of 5 stars","C-","6.5"
"36","Cam Akers",LAR,"vs. SEA","4 out of 5 stars","D+","6.0"
"37","Najee Harris",PIT,"at ATL","4 out of 5 stars","C","6.0"
"38","Jaylen Warren",PIT,"at ATL","4 out of 5 stars","C-","5.9"
"39","Samaje Perine",CIN,"vs. KC","3 out of 5 stars","D+","5.6"
"40","Leonard Fournette",TB,"vs. NO","2 out of 5 stars","D+","5.5"
"41","Ty Johnson",NYJ,"at MIN","3 out of 5 stars","D","5.3"
"42","Jerick McKinnon",KC,"at CIN","3 out of 5 stars","D","5.0"
"43","James Cook",BUF,"at NE","2 out of 5 stars","D","5.0"
"44","Kenneth Gainwell",PHI,"vs. TEN","2 out of 5 stars","D","4.7"
"45","JaMycal Hasty",JAC,"at DET","4 out of 5 stars","D-","4.6"
"46","Kenyan Drake",BAL,"vs. DEN","3 out of 5 stars","D-","4.5"
"47","Dontrell Hilliard",TEN,"at PHI","4 out of 5 stars","F","4.2"
"48","Raheem Mostert",MIA,"at SF","2 out of 5 stars","D","4.1"
"49","Jordan Mason",SF,"vs. MIA","2 out of 5 stars","F","3.8"
"50","Alexander Mattison",MIN,"vs. NYJ","3 out of 5 stars","F","3.7"
"51","Ameer Abdullah",LV,"vs. LAC","4 out of 5 stars","F","3.6"
"52","Benny Snell Jr.",PIT,"at ATL","4 out of 5 stars","D-","3.6"
"53","Justin Jackson",DET,"vs. JAC","4 out of 5 stars","F","3.4"
"54","Matt Breida",NYG,"vs. WAS","2 out of 5 stars","F","3.3"
"55","James Robinson",NYJ,"at MIN","3 out of 5 stars","F","3.2"
"56","Boston Scott",PHI,"vs. TEN","2 out of 5 stars","F","3.2"
"57","Darrynton Evans",CHI,"vs. GB","4 out of 5 stars","F","3.2"
"58","Tyrion Davis-Price",SF,"vs. MIA","2 out of 5 stars","F","3.0"
"59","Deon Jackson",IND,"at DAL","3 out of 5 stars","F","3.0"
"60","Mark Ingram II",NO,"at TB","3 out of 5 stars","F","2.8"
"61","Joshua Kelley",LAC,"at LV","3 out of 5 stars","F","2.7"
"62","Marlon Mack",DEN,"at BAL","3 out of 5 stars","F","2.7"
"63","Isaiah Spiller",LAC,"at LV","3 out of 5 stars","F","2.6"
"64","Caleb Huntley",ATL,"vs. PIT","2 out of 5 stars","F","2.5"
"65","Travis Homer",SEA,"at LAR","3 out of 5 stars","F","2.5"
"66","Zamir White",LV,"vs. LAC","4 out of 5 stars","F","2.3"
"67","Justice Hill",BAL,"vs. DEN","3 out of 5 stars","F","2.2"
"68","Myles Gaskin",MIA,"at SF","2 out of 5 stars","F","2.2"
"69","Anthony McFarland Jr.",PIT,"at ATL","4 out of 5 stars","F","2.2"
"70","Darrell Henderson Jr.",JAC,"at DET","4 out of 5 stars","F","2.2"
"71","Dare Ogunbowale",HOU,"vs. CLE","4 out of 5 stars","F","2.1"
"72","Ke'Shawn Vaughn",TB,"vs. NO","2 out of 5 stars","F","2.1"
"73","Rex Burkhead",HOU,"vs. CLE","4 out of 5 stars","F","2.1"
"74","Zack Moss",IND,"at DAL","3 out of 5 stars","F","2.0"
"75","Ronald Jones II",KC,"at CIN","3 out of 5 stars","F","2.0"
"76","Nyheim Hines",BUF,"at NE","2 out of 5 stars","F","1.9"
"77","Trestan Ebner",CHI,"vs. GB","4 out of 5 stars","F","1.8"
"78","Pierre Strong Jr.",NE,"vs. BUF","3 out of 5 stars","F","1.8"
"79","Gary Brightwell",NYG,"vs. WAS","2 out of 5 stars","F","1.8"
"80","Mike Boone",DEN,"at BAL","3 out of 5 stars","F","1.7"
"81","DeeJay Dallas",SEA,"at LAR","3 out of 5 stars","F","1.7"
"82","Eno Benjamin",HOU,"vs. CLE","4 out of 5 stars","F","1.7"
"83","Trayveon Williams",CIN,"vs. KC","3 out of 5 stars","F","1.7"
"84","Kyle Juszczyk",SF,"vs. MIA","2 out of 5 stars","F","1.6"
"85","Avery Williams",ATL,"vs. PIT","2 out of 5 stars","F","1.6"
"86","Hassan Haskins",TEN,"at PHI","4 out of 5 stars","F","1.6"
"87","David Johnson",NO,"at TB","3 out of 5 stars","F","1.6"
"88","Giovani Bernard",TB,"vs. NO","2 out of 5 stars","F","1.6"
"89","Sony Michel",LAC,"at LV","3 out of 5 stars","F","1.5"
"90","Chris Evans",CIN,"vs. KC","3 out of 5 stars","F","1.4"
"91","Alec Ingold",MIA,"at SF","2 out of 5 stars","F","1.4"
"92","Ronnie Rivers",LAR,"vs. SEA","4 out of 5 stars","F","1.4"
"93","Tevin Coleman",SF,"vs. MIA","2 out of 5 stars","F","1.4"
"94","Snoop Conner",JAC,"at DET","4 out of 5 stars","F","1.3"
"95","Salvon Ahmed",MIA,"at SF","2 out of 5 stars","F","1.3"
"96","Malik Davis",DAL,"vs. IND","2 out of 5 stars","F","1.3"
"97","Michael Carter",NYJ,"at MIN","3 out of 5 stars","F","1.2"
"98","Reggie Gilliam",BUF,"at NE","2 out of 5 stars","F","1.1"
"99","Brandon Bolden",LV,"vs. LAC","4 out of 5 stars","F","1.0"
"100","Kevin Harris",NE,"vs. BUF","3 out of 5 stars","F","0.8"
"101","Patrick Ricard",BAL,"vs. DEN","3 out of 5 stars","F","0.8"
"102","Zander Horvath",LAC,"at LV","3 out of 5 stars","F","0.8"
"103","Jonathan Williams",WAS,"at NYG","3 out of 5 stars","F","0.6"
"104","Dwayne Washington",NO,"at TB","3 out of 5 stars","F","0.1"
"105","C.J. Ham",MIN,"vs. NYJ","3 out of 5 stars","F","0.1"
"106","D'Ernest Johnson",CLE,"at HOU","4 out of 5 stars","F","0.1"
"107","Jakob Johnson",LV,"vs. LAC","4 out of 5 stars","F","-"
"108","Kene Nwangwu",MIN,"vs. NYJ","3 out of 5 stars","F","-"
"109","Derek Watt",PIT,"at ATL","4 out of 5 stars","F","-"
"110","Tony Jones Jr.",SEA,"at LAR","3 out of 5 stars","F","-"
"111","Keith Smith",ATL,"vs. PIT","2 out of 5 stars","F","-"
"112","Jordan Wilkins",IND,"at DAL","3 out of 5 stars","F","-"
"113","Patrick Taylor Jr.",GB,"at CHI","4 out of 5 stars","F","-"
"114","Khari Blasingame",CHI,"vs. GB","4 out of 5 stars","F","-"
"115","Malcolm Brown",LAR,"vs. SEA","4 out of 5 stars","F","-"
"116","Tory Carter",TEN,"at PHI","4 out of 5 stars","F","-"
"117","Jerome Ford",CLE,"at HOU","4 out of 5 stars","F","-"
"118","Michael Burton",KC,"at CIN","3 out of 5 stars","F","-"
"119","Taiwan Jones",BUF,"at NE","2 out of 5 stars","F","-"
"120","Adam Prentice",NO,"at TB","3 out of 5 stars","F","-"
