player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Marcedes Lewis,GB,TE
Matt Ryan,IND,QB
Matthew Slater,NE,WR
DeSean Jackson,BAL,WR
Andy Dalton,NO,QB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Julio Jones,TB,WR
Travis Kelce,KC,TE
Mark Ingram,NO,RB
Latavius Murray,DEN,RB
Marvin Jones,JAC,WR
Randall Cobb,GB,WR
Taysom Hill,NO,TE
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Jimmy Garoppolo,SF,QB
Michael Burton,KC,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,WR
Raheem Mostert,MIA,RB
Chris Manhertz,JAC,TE
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
Tyler Lockett,SEA,WR
Tyler Kroft,SF,TE
Alex Erickson,WAS,WR
Derek Watt,PIT,RB
Jarvis Landry,NO,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Damiere Byrd,ATL,WR
Nick Boyle,BAL,TE
Nick Vannett,NYG,TE
Taylor Heinicke,WAS,QB
DeAndre Carter,LAC,WR
Keelan Cole,LV,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Chris Moore,HOU,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CIN,TE
Mack Hollins,LV,WR
Geoff Swaim,TEN,TE
Mo Alie Cox,IND,TE
Nate Sudfeld,DET,QB
George Kittle,SF,TE
Marcus Mariota,ATL,QB
C J Beathard,JAC,QB
Stefon Diggs,BUF,WR
C J Board,TEN,WR
Derrick Henry,TEN,RB
Kenyan Drake,BAL,RB
Jonathan Williams,WAS,RB
Tyreek Hill,MIA,WR
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Eric Saubert,DEN,TE
Pharaoh Brown,CLE,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Marcus Johnson,NYG,WR
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
River Cracraft,MIA,WR
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Zach Pascal,PHI,WR
KhaDarel Hodge,ATL,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Josh Reynolds,DET,WR
Anthony Firkser,ATL,TE
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Mike White,NYJ,QB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Gus Edwards,BAL,RB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Laquon Treadwell,SEA,WR
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Jonnu Smith,NE,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Deshaun Watson,CLE,QB
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Chris Myarick,NYG,RB
Courtland Sutton,DEN,WR
John Wolford,LAR,QB
Dante Pettis,CHI,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Jody Fortson,KC,TE
Trenton Irwin,CIN,WR
Allen Lazard,GB,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Cam Sims,WAS,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
Michael Gallup,DAL,WR
Marlon Mack,DEN,RB
Kyle Allen,HOU,QB
Justin Jackson,DET,RB
Gardner Minshew,PHI,QB
Josh Allen,BUF,QB
Christian McCaffrey,SF,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
Dalton Schultz,DAL,TE
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
James Proche,BAL,WR
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Ray Ray McCloud,SF,WR
Mitchell Wilcox,CIN,TE
Jakobi Meyers,NE,WR
Nyheim Hines,BUF,RB
Shane Zylstra,DET,TE
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Bryce Perkins,LAR,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Josiah Deguara,GB,TE
Kendall Hinton,DEN,WR
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
Steven Sims,PIT,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Foster Moreau,LV,TE
Velus Jones,CHI,WR
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Skylar Thompson,MIA,QB
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Scott Miller,TB,WR
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Luke Farrell,JAC,TE
Trayveon Williams,CIN,RB
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Tony Jones,SEA,RB
Michael Bandy,LAC,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
N Keal Harry,CHI,WR
Sean McKeon,DAL,TE
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Tyler Huntley,BAL,QB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Benny Snell,PIT,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Samori Toure,GB,WR
Marquez Callaway,NO,WR
Kylen Granson,IND,TE
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Tim Jones,JAC,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Chase Claypool,CHI,WR
Darrynton Evans,CHI,RB
Jalen Virgil,DEN,WR
Avery Williams,ATL,RB
Demetric Felton,CLE,WR
Jalen Hurts,PHI,QB
James Robinson,NYJ,RB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
DeeJay Dallas,SEA,RB
Stone Smartt,LAC,TE
Jelani Woods,IND,TE
Isaiah Hodgins,NYG,WR
Pat Freiermuth,PIT,TE
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Malik Davis,DAL,RB
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Troy Hairston,HOU,TE
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
Tre McKitty,LAC,TE
Jaelon Darden,TB,WR
D Andre Swift,DET,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Christian Watson,GB,WR
Jordan Mason,SF,RB
Malik Willis,TEN,QB
Dareke Young,SEA,WR
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Snoop Conner,JAC,RB
Brock Purdy,SF,QB
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Teagan Quitoriano,HOU,TE
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Greg Dulcich,DEN,TE
Elijah Moore,NYJ,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
