player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Matthew Slater,NE,WR
Chase Daniel,LAC,QB
DeSean Jackson,BAL,WR
Andy Dalton,NO,QB
Andre Roberts,CAR,WR
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Nick Foles,IND,QB
Julio Jones,TB,WR
Travis Kelce,KC,TE
T Y Hilton,DAL,WR
Ryan Griffin,CHI,TE
Latavius Murray,DEN,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Adam Thielen,MIN,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Cordarrelle Patterson,ATL,RB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Blake Bell,KC,TE
Michael Burton,KC,RB
MyCole Pruitt,ATL,TE
Keith Smith,ATL,WR
Raheem Mostert,MIA,RB
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
Darren Waller,LV,TE
Tyler Lockett,SEA,WR
Derek Watt,PIT,RB
Teddy Bridgewater,MIA,QB
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Carson Wentz,WAS,QB
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
Damiere Byrd,ATL,WR
DeAndre Carter,LAC,WR
Jeff Driskel,HOU,QB
Robbie Anderson,ARI,WR
Malcolm Brown,LAR,RB
Nelson Agholor,NE,WR
Chris Moore,HOU,WR
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Mack Hollins,LV,WR
Mo Alie Cox,IND,TE
Geoff Swaim,TEN,TE
Brandin Cooks,HOU,WR
Nate Sudfeld,DET,QB
George Kittle,SF,TE
C J Beathard,JAC,QB
Byron Pringle,CHI,WR
Jonathan Williams,WAS,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Robert Tonyan,GB,TE
Eric Saubert,DEN,TE
Dare Ogunbowale,HOU,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Jordan Wilkins,IND,RB
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Godwin Igwebuike,SEA,RB
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Corey Clement,ARI,RB
O J Howard,HOU,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Zach Pascal,PHI,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Joshua Dobbs,TEN,QB
Josh Reynolds,DET,WR
Matt Breida,NYG,RB
Pharoh Cooper,ARI,WR
Dan Arnold,JAC,TE
Nick Mullens,MIN,QB
Mike White,NYJ,QB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Gus Edwards,BAL,RB
Baker Mayfield,LAR,QB
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Laquon Treadwell,SEA,WR
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
David Blough,ARI,QB
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Trevon Wesco,CHI,TE
Deshaun Watson,CLE,QB
Terry McLaurin,WAS,WR
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Allen Lazard,GB,WR
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Cam Sims,WAS,WR
Noah Brown,DAL,WR
Russell Gage,TB,WR
Royce Freeman,HOU,RB
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
D Ernest Johnson,CLE,RB
Michael Gallup,DAL,WR
Marlon Mack,DEN,RB
Chase Edmonds,DEN,RB
D Onta Foreman,CAR,RB
Andrew Beck,DEN,TE
Gardner Minshew,PHI,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Diontae Johnson,PIT,WR
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Jarrett Stidham,LV,QB
Curtis Samuel,WAS,WR
Qadree Ollison,DAL,RB
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
James Proche,BAL,WR
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Jakobi Meyers,NE,WR
Shane Zylstra,DET,TE
Andy Isabella,BAL,WR
Christian Kirk,JAC,WR
Tyler Mabry,SEA,TE
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Stephen Sullivan,CAR,TE
Kirk Merritt,NO,WR
Andre Baccellia,ARI,WR
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Nikola Kalinic,IND,TE
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Josiah Deguara,GB,TE
Kendall Hinton,DEN,WR
Britain Covey,PHI,WR
Josh Oliver,BAL,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Steven Sims,PIT,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Miles Sanders,PHI,RB
Ke Shawn Vaughn,TB,RB
Foster Moreau,LV,TE
Velus Jones,CHI,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Skylar Thompson,MIA,QB
Sam Darnold,CAR,QB
David Montgomery,CHI,RB
K J Osborn,MIN,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Ronald Jones,KC,RB
Mike Strachan,IND,WR
Donald Parham,LAC,TE
Ty Johnson,NYJ,RB
Jonathan Ward,TEN,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
D K Metcalf,SEA,WR
Zack Moss,IND,RB
N Keal Harry,CHI,WR
Ko Kieft,TB,TE
Tyler Huntley,BAL,QB
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Cade Johnson,SEA,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Albert Okwuegbunam,DEN,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Chase Claypool,CHI,WR
Avery Williams,ATL,RB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Sam Ehlinger,IND,QB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Malik Davis,DAL,RB
Troy Hairston,HOU,TE
Pierre Strong,NE,RB
J K Dobbins,BAL,RB
Salvon Ahmed,MIA,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
Jaelon Darden,CLE,WR
D Andre Swift,DET,RB
Jake Ferguson,DAL,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Larry Rountree,LAC,RB
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Lance McCutcheon,LAR,WR
Jalen Nailor,MIN,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Brian Robinson,WAS,RB
Danny Gray,SF,WR
CeeDee Lamb,DAL,WR
Eno Benjamin,NO,RB
Cade Otton,TB,TE
Jerry Jeudy,DEN,WR
Peyton Hendershot,DAL,TE
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Jordan Mason,SF,RB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Racey McMath,TEN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
James Mitchell,DET,TE
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
Amari Rodgers,HOU,WR
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Trey McBride,ARI,TE
Hassan Haskins,TEN,RB
Snoop Conner,JAC,RB
Jaret Patterson,WAS,RB
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Michael Woods,CLE,WR
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
