player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Matt Ryan,IND,QB
Matthew Slater,NE,WR
Brian Hoyer,NE,QB
Andy Dalton,NO,QB
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Julio Jones,TB,WR
Cole Beasley,TB,WR
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Mark Ingram,NO,RB
Latavius Murray,NO,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Adam Thielen,MIN,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Cameron Brate,TB,TE
Jimmy Garoppolo,SF,QB
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Robert Woods,TEN,WR
Raheem Mostert,MIA,RB
Jordan Akins,HOU,TE
Jerick McKinnon,KC,RB
Darren Waller,LV,TE
Tyler Lockett,SEA,WR
Teddy Bridgewater,MIA,QB
Jarvis Landry,NO,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Carson Wentz,WAS,QB
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Damiere Byrd,ATL,WR
Stephen Anderson,ARI,TE
DeAndre Carter,LAC,WR
Melvin Gordon,DEN,RB
Keelan Cole,LV,WR
Robbie Anderson,CAR,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,HOU,WR
Jamison Crowder,BUF,WR
C J Ham,MIN,RB
J D McKissic,WAS,RB
Mike Evans,TB,WR
Allen Robinson,LAR,WR
Hayden Hurst,CIN,TE
Mack Hollins,LV,WR
Mo Alie Cox,IND,TE
Brandin Cooks,HOU,WR
George Kittle,SF,TE
Marcus Mariota,ATL,QB
Kenny Golladay,NYG,WR
Mason Schreck,HOU,TE
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jonathan Williams,WAS,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Robert Tonyan,GB,TE
Eric Saubert,DEN,TE
Trent Taylor,CIN,WR
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
River Cracraft,MIA,WR
Tanner Hudson,NYG,TE
Tyler Boyd,CIN,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Zach Pascal,PHI,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Sony Michel,LAC,RB
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Dan Arnold,JAC,TE
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,CAR,QB
Darrel Williams,ARI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Dalvin Cook,MIN,RB
Durham Smythe,MIA,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Trevon Wesco,CHI,TE
Terry McLaurin,WAS,WR
Patrick Mahomes,KC,QB
Samaje Perine,CIN,RB
Braxton Berrios,NYJ,WR
Mike Gesicki,MIA,TE
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Kendall Blanton,LAR,TE
Jeff Wilson,SF,RB
Jody Fortson,KC,TE
Allen Lazard,GB,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Tre Quan Smith,NO,WR
Tyron Johnson,LV,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Malik Turner,SF,WR
Rashaad Penny,SEA,RB
Chris Godwin,TB,WR
D Ernest Johnson,CLE,RB
Trent Sherfield,MIA,WR
Michael Gallup,DAL,WR
Marlon Mack,SF,RB
Chase Edmonds,MIA,RB
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
Andrew Beck,DEN,TE
Josh Allen,BUF,QB
David Sills,NYG,WR
Ian Thomas,CAR,TE
Christian McCaffrey,CAR,RB
Craig Reynolds,DET,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
Tom Kennedy,DET,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
Equanimeous St Brown,CHI,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Nyheim Hines,IND,RB
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Stephen Sullivan,CAR,TE
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Maurice Alexander,DET,WR
Darius Slayton,NYG,WR
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Josiah Deguara,GB,TE
Kendall Hinton,DEN,WR
Britain Covey,PHI,WR
D Wayne Eskridge,SEA,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Jeff Smith,NYJ,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Ke Shawn Vaughn,TB,RB
Velus Jones,CHI,WR
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,DET,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Kyler Murray,ARI,QB
Mike Strachan,IND,WR
Devin Asiasi,CIN,TE
Darrell Henderson,LAR,RB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Michael Pittman,IND,WR
Chris Evans,CIN,RB
Charlie Woerner,SF,TE
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Deonte Harty,NO,WR
Michael Bandy,LAC,WR
D K Metcalf,SEA,WR
Zack Moss,BUF,RB
Jake Funk,LAR,RB
Ko Kieft,TB,TE
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Benny Snell,PIT,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Marquez Callaway,NO,WR
Kylen Granson,IND,TE
Quintez Cephus,DET,WR
Lil Jordan Humphrey,NE,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,PIT,WR
Avery Williams,ATL,RB
Jalen Hurts,PHI,QB
James Robinson,JAC,RB
Irv Smith,MIN,TE
Caleb Huntley,ATL,RB
DeeJay Dallas,SEA,RB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Zander Horvath,LAC,RB
J K Dobbins,BAL,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
Jaelon Darden,TB,WR
Jake Ferguson,DAL,TE
Jonathan Taylor,IND,RB
Tee Higgins,CIN,WR
Quintin Morris,BUF,TE
Travis Etienne,JAC,RB
Trey Sermon,PHI,RB
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Jalen Nailor,MIN,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Eno Benjamin,ARI,RB
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Kyle Philips,TEN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
KJ Hamler,DEN,WR
Zach Wilson,NYJ,QB
Ihmir Smith Marsette,CHI,WR
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,GB,WR
James Cook,BUF,RB
