player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Marcedes Lewis,GB,TE
Matt Ryan,IND,QB
Colt McCoy,ARI,QB
DeSean Jackson,BAL,WR
Andy Dalton,NO,QB
Ryan Tannehill,TEN,QB
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Cole Beasley,BUF,WR
Travis Kelce,KC,TE
Latavius Murray,DEN,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Taysom Hill,NO,TE
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Logan Thomas,WAS,TE
Cameron Brate,TB,TE
Giovani Bernard,TB,RB
David Johnson,NO,RB
Michael Burton,KC,RB
MyCole Pruitt,ATL,TE
Raheem Mostert,MIA,RB
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Eric Tomlinson,DEN,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,ARI,WR
Darren Waller,LV,TE
Tyler Lockett,SEA,WR
Tyler Kroft,SF,TE
Chris Conley,TEN,WR
Derek Watt,PIT,RB
Jarvis Landry,NO,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
Damiere Byrd,ATL,WR
Nick Vannett,NYG,TE
Taylor Heinicke,WAS,QB
DeAndre Carter,LAC,WR
Keelan Cole,LV,WR
Jeff Driskel,HOU,QB
Robbie Anderson,ARI,WR
Malcolm Brown,LAR,RB
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Chris Moore,HOU,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Mack Hollins,LV,WR
Mo Alie Cox,IND,TE
George Kittle,SF,TE
Byron Pringle,CHI,WR
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Tyreek Hill,MIA,WR
Maxx Williams,ARI,TE
Robert Tonyan,GB,TE
Trent Taylor,CIN,WR
Eric Saubert,DEN,TE
Dare Ogunbowale,HOU,RB
Nathan Peterman,CHI,QB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Marcus Johnson,NYG,WR
Kalif Raymond,DET,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Godwin Igwebuike,SEA,RB
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Tyler Boyd,CIN,WR
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
KhaDarel Hodge,ATL,WR
Leonard Fournette,TB,RB
Anthony Firkser,ATL,TE
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,LAR,QB
Gus Edwards,BAL,RB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Jonnu Smith,NE,TE
Trace McSorley,ARI,QB
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Terry McLaurin,WAS,WR
Deshaun Watson,CLE,QB
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Dante Pettis,CHI,WR
Cedrick Wilson,MIA,WR
Jody Fortson,KC,TE
Trenton Irwin,CIN,WR
Allen Lazard,GB,WR
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Russell Gage,TB,WR
Nsimba Webster,CHI,WR
Royce Freeman,HOU,RB
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
D Ernest Johnson,CLE,RB
Michael Gallup,DAL,WR
Marlon Mack,DEN,RB
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
Andrew Beck,DEN,TE
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Penny Hart,SEA,WR
Brett Rypien,DEN,QB
Alec Ingold,MIA,RB
Will Dissly,SEA,TE
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
James Proche,BAL,WR
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Devine Ozigbo,DEN,RB
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Mitchell Wilcox,CIN,TE
Jakobi Meyers,NE,WR
Nyheim Hines,BUF,RB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Stephen Sullivan,CAR,TE
Joe Burrow,CIN,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
Josh Oliver,BAL,TE
Steven Sims,PIT,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Jeff Smith,NYJ,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Ke Shawn Vaughn,TB,RB
Foster Moreau,LV,TE
Velus Jones,CHI,WR
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Sam Darnold,CAR,QB
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Ronald Jones,KC,RB
Donald Parham,LAC,TE
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Justice Hill,BAL,RB
Joshua Kelley,LAC,RB
Noah Fant,SEA,TE
Zack Moss,IND,RB
D K Metcalf,SEA,WR
Feleipe Franks,ATL,QB
Raleigh Webb,NE,WR
Jack Stoll,PHI,TE
Tyler Huntley,BAL,QB
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Kylen Granson,IND,TE
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Greg Dortch,ARI,WR
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Darrynton Evans,CHI,RB
Jalen Virgil,DEN,WR
Avery Williams,ATL,RB
Demetric Felton,CLE,WR
Brandon Johnson,DEN,WR
Freddie Swain,DEN,WR
Jalen Hurts,PHI,QB
Travis Homer,SEA,RB
Mason Kinsey,TEN,WR
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Troy Hairston,HOU,TE
Pierre Strong,NE,RB
J K Dobbins,BAL,RB
Salvon Ahmed,MIA,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
D Andre Swift,DET,RB
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Connor Heyward,PIT,TE
Quintin Morris,BUF,TE
Braylon Sanders,MIA,WR
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Isiah Pacheco,KC,RB
Jalen Nailor,MIN,WR
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Malik Willis,TEN,QB
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Dareke Young,SEA,WR
Chuba Hubbard,CAR,RB
Racey McMath,TEN,WR
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
Zach Wilson,NYJ,QB
James Mitchell,DET,TE
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,HOU,WR
James Cook,BUF,RB
Tutu Atwell,LAR,WR
Trevor Lawrence,JAC,QB
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
