player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
DeSean Jackson,BAL,WR
Andy Dalton,NO,QB
Matthew Stafford,LAR,QB
Kirk Cousins,MIN,QB
Julio Jones,TB,WR
Travis Kelce,KC,TE
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Taysom Hill,NO,TE
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Logan Thomas,WAS,TE
Richard Rodgers,LAC,TE
Michael Burton,KC,RB
Jake Kumerow,BUF,WR
MyCole Pruitt,ATL,TE
Keith Smith,ATL,WR
Raheem Mostert,MIA,RB
Chris Manhertz,JAC,TE
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Jerick McKinnon,KC,RB
DeAndre Hopkins,ARI,WR
Kevin White,NO,WR
Brandon Allen,CIN,QB
Tyler Lockett,SEA,WR
Chris Conley,TEN,WR
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
Damiere Byrd,ATL,WR
Mike Davis,BAL,RB
Taylor Heinicke,WAS,QB
Brandon Zylstra,DET,WR
DeAndre Carter,LAC,WR
Robbie Anderson,ARI,WR
Malcolm Brown,LAR,RB
Ameer Abdullah,LV,RB
Sammy Watkins,GB,WR
Cooper Kupp,LAR,WR
Chris Moore,HOU,WR
Mike Evans,TB,WR
Hayden Hurst,CIN,TE
Allen Robinson,LAR,WR
Breshad Perriman,TB,WR
Mack Hollins,LV,WR
Mo Alie Cox,IND,TE
Marcus Mariota,ATL,QB
Cody Hollister,TEN,WR
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Kenyan Drake,BAL,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Dwayne Washington,NO,RB
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Gerald Everett,LAC,TE
Jordan Wilkins,IND,RB
Phillip Lindsay,IND,RB
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Tyler Boyd,CIN,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
KhaDarel Hodge,ATL,WR
Dallas Goedert,PHI,TE
Leonard Fournette,TB,RB
Sony Michel,LAC,RB
Dontrell Hilliard,TEN,RB
P J Walker,CAR,QB
Dan Arnold,JAC,TE
Nick Mullens,MIN,QB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,CAR,QB
Boston Scott,PHI,RB
James Conner,ARI,RB
Cullen Gillaspia,SEA,RB
Austin Ekeler,LAC,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Marcus Kemp,KC,WR
Jonnu Smith,NE,TE
Brandon Powell,LAR,WR
Trevon Wesco,CHI,TE
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Dante Pettis,CHI,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Allen Lazard,GB,WR
Hunter Renfrow,LV,WR
Cam Sims,WAS,WR
Tre Quan Smith,NO,WR
Tyron Johnson,HOU,WR
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
Josh Allen,BUF,QB
Craig Reynolds,DET,RB
Will Dissly,SEA,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
Tom Kennedy,DET,WR
Curtis Samuel,WAS,WR
Stanley Morgan,CIN,WR
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
James Proche,BAL,WR
Equanimeous St Brown,CHI,WR
Giovanni Ricci,CAR,TE
Jakobi Meyers,NE,WR
Nyheim Hines,BUF,RB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Keke Coutee,IND,WR
Binjimen Victor,BAL,WR
DJ Turner,LV,WR
Adam Trautman,NO,TE
Josiah Deguara,GB,TE
Dan Chisena,MIN,WR
Josh Oliver,BAL,TE
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
D Wayne Eskridge,SEA,WR
Brycen Hopkins,LAR,TE
D J Moore,CAR,WR
Jeff Smith,NYJ,WR
Miles Sanders,PHI,RB
Ke Shawn Vaughn,TB,RB
Foster Moreau,LV,TE
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Scott Miller,TB,WR
Kyler Murray,ARI,QB
Devin Asiasi,CIN,TE
Darrell Henderson,LAR,RB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Luke Farrell,JAC,TE
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Armani Rogers,WAS,TE
Michael Bandy,LAC,WR
D K Metcalf,SEA,WR
N Keal Harry,CHI,WR
J J Taylor,NE,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Samori Toure,GB,WR
Marquez Callaway,NO,WR
Kylen Granson,IND,TE
Khalil Herbert,CHI,RB
AJ Dillon,GB,RB
Greg Dortch,ARI,WR
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,CHI,WR
Jalen Camp,HOU,WR
Avery Williams,ATL,RB
Travis Homer,SEA,RB
James Robinson,NYJ,RB
Jalen Hurts,PHI,QB
Kylin Hill,GB,RB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
DeeJay Dallas,SEA,RB
Sam Ehlinger,IND,QB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Davis Mills,HOU,QB
Shi Smith,CAR,WR
Spencer Brown,CAR,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Pierre Strong,NE,RB
Troy Hairston,HOU,TE
Salvon Ahmed,MIA,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
Jaelon Darden,TB,WR
D Andre Swift,DET,RB
Tee Higgins,CIN,WR
Travis Etienne,JAC,RB
Kadarius Toney,KC,WR
Deon Jackson,IND,RB
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
Clyde Edwards Helaire,KC,RB
Eno Benjamin,ARI,RB
Cade Otton,TB,TE
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Malik Willis,TEN,QB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
Zach Wilson,NYJ,QB
James Mitchell,DET,TE
Chig Okonkwo,TEN,TE
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,GB,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
Dyami Brown,WAS,WR
Hassan Haskins,TEN,RB
Dameon Pierce,HOU,RB
Teagan Quitoriano,HOU,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Drake London,ATL,WR
Isaiah Spiller,LAC,RB
Taiwan Jones,BUF,RB
Ryan Griffin,CHI,TE
Stephen Anderson,ARI,TE
Nick Boyle,BAL,TE
C J Ham,MIN,RB
J P Holtz,NO,TE
Geoff Swaim,TEN,TE
Jonathan Williams,WAS,RB
Mike Thomas,CIN,WR
Kevin Rader,TEN,TE
Parker Hesse,ATL,TE
Jason Moore,LAC,WR
Ian Thomas,CAR,TE
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Alec Ingold,MIA,RB
Mitchell Wilcox,CIN,TE
Jesper Horsted,LV,WR
Tyler Davis,GB,TE
Reggie Gilliam,BUF,RB
Jared Pinkney,LAR,TE
Feleipe Franks,ATL,QB
Raleigh Webb,NE,WR
Tanner Conner,MIA,TE
Tim Jones,JAC,WR
Stanley Berryhill,DET,WR
Hunter Long,MIA,TE
Kenny Yeboah,NYJ,TE
Nick Muse,MIN,TE
