player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Joe Flacco,NYJ,QB
Matt Ryan,IND,QB
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Cole Beasley,TB,WR
Travis Kelce,KC,TE
Kyle Rudolph,TB,TE
Mark Ingram,NO,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Cameron Brate,TB,TE
Jimmy Garoppolo,SF,QB
Michael Burton,KC,RB
Jake Kumerow,BUF,WR
Raheem Mostert,MIA,RB
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Jerick McKinnon,KC,RB
Darren Waller,LV,TE
Tyler Lockett,SEA,WR
Teddy Bridgewater,MIA,QB
Jarvis Landry,NO,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Carson Wentz,WAS,QB
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Stephen Anderson,ARI,TE
Sterling Shepard,NYG,WR
Michael Thomas,NO,WR
Nick Vannett,NO,TE
DeAndre Carter,LAC,WR
Melvin Gordon,DEN,RB
Keelan Cole,LV,WR
Robbie Anderson,CAR,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Cooper Kupp,LAR,WR
Chris Moore,HOU,WR
Jamison Crowder,BUF,WR
C J Ham,MIN,RB
J D McKissic,WAS,RB
Hayden Hurst,CIN,TE
Allen Robinson,LAR,WR
Breshad Perriman,TB,WR
Mack Hollins,LV,WR
Geoff Swaim,TEN,TE
Mo Alie Cox,IND,TE
Brandin Cooks,HOU,WR
George Kittle,SF,TE
Marcus Mariota,ATL,QB
Kenny Golladay,NYG,WR
C J Beathard,JAC,QB
Byron Pringle,CHI,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jameis Winston,NO,QB
Chester Rogers,CLE,WR
Jonathan Williams,WAS,RB
Tyreek Hill,MIA,WR
Dwayne Washington,NO,RB
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Eric Saubert,DEN,TE
Pharaoh Brown,HOU,TE
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
River Cracraft,MIA,WR
Tyler Boyd,CIN,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
Dallas Goedert,PHI,TE
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Josh Reynolds,DET,WR
Sony Michel,LAC,RB
Anthony Firkser,ATL,TE
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,CAR,QB
Darrel Williams,ARI,RB
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Jonnu Smith,NE,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Chris Myarick,NYG,RB
Braxton Berrios,NYJ,WR
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Kendall Blanton,LAR,TE
Jeff Wilson,SF,RB
Jody Fortson,KC,TE
Allen Lazard,GB,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Tre Quan Smith,NO,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Rashaad Penny,SEA,RB
Trent Sherfield,MIA,WR
Chase Edmonds,MIA,RB
Justin Jackson,DET,RB
Josh Allen,BUF,QB
David Sills,NYG,WR
Ian Thomas,CAR,TE
Christian McCaffrey,CAR,RB
Craig Reynolds,DET,RB
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Will Dissly,SEA,TE
Diontae Johnson,PIT,WR
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Joe Mixon,CIN,RB
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Ben Ellefson,MIN,TE
Juwann Winfree,GB,WR
Stanley Morgan,CIN,WR
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Nyheim Hines,IND,RB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Andy Isabella,ARI,WR
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Andre Baccellia,ARI,WR
Lamar Jackson,BAL,QB
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Kendall Hinton,DEN,WR
Jesper Horsted,LV,WR
Britain Covey,PHI,WR
Josh Oliver,BAL,TE
Nick Westbrook Ikhine,TEN,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Jacob Harris,LAR,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Foster Moreau,LV,TE
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Jalen Guyton,LAC,WR
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,DET,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Scott Miller,TB,WR
Kyler Murray,ARI,QB
Darrell Henderson,LAR,RB
Reggie Gilliam,BUF,RB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Darnell Mooney,CHI,WR
Simi Fehoko,DAL,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Armani Rogers,WAS,TE
D K Metcalf,SEA,WR
Zack Moss,BUF,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Najee Harris,PIT,RB
Miller Forristall,CLE,TE
Brandon Aiyuk,SF,WR
Marquez Callaway,NO,WR
Kylen Granson,IND,TE
Quintez Cephus,DET,WR
Lil Jordan Humphrey,NE,WR
Khalil Herbert,CHI,RB
Albert Okwuegbunam,DEN,TE
AJ Dillon,GB,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,PIT,WR
Avery Williams,ATL,RB
Travis Homer,SEA,RB
Jalen Hurts,PHI,QB
James Robinson,JAC,RB
Irv Smith,MIN,TE
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Davis Mills,HOU,QB
Shi Smith,CAR,WR
Pat Freiermuth,PIT,TE
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Grant Calcaterra,PHI,TE
Zander Horvath,LAC,RB
J K Dobbins,BAL,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
Jaelon Darden,TB,WR
D Andre Swift,DET,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Quintin Morris,BUF,TE
Travis Etienne,JAC,RB
Donovan Peoples Jones,CLE,WR
Jalen Tolbert,DAL,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Eno Benjamin,ARI,RB
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Jordan Mason,SF,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
KJ Hamler,DEN,WR
Jake Tonges,CHI,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
Amari Rodgers,GB,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Dyami Brown,WAS,WR
Hassan Haskins,TEN,RB
Rashod Bateman,BAL,WR
Dameon Pierce,HOU,RB
