player,team,pos
Tom Brady,TB,QB
Joe Flacco,NYJ,QB
Matthew Slater,NE,WR
Josh Johnson,SF,QB
Colt McCoy,ARI,QB
DeSean Jackson,BAL,WR
Taiwan Jones,BUF,RB
Ryan Tannehill,TEN,QB
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Julio Jones,TB,WR
Tyrod Taylor,NYG,QB
Travis Kelce,KC,TE
Latavius Murray,DEN,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
John Brown,BUF,WR
Rex Burkhead,HOU,RB
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Marquise Goodwin,SEA,WR
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Cameron Brate,TB,TE
Michael Burton,KC,RB
Raheem Mostert,MIA,RB
Chris Manhertz,JAC,TE
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Eric Tomlinson,DEN,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,ARI,WR
Tyler Lockett,SEA,WR
Tyler Kroft,SF,TE
Chris Conley,TEN,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Stephen Anderson,ARI,TE
Nick Vannett,NYG,TE
DeAndre Carter,LAC,WR
Keelan Cole,LV,WR
Jeff Driskel,HOU,QB
Robbie Anderson,ARI,WR
Malcolm Brown,LAR,RB
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Chris Moore,HOU,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Mack Hollins,LV,WR
George Kittle,SF,TE
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Kenyan Drake,BAL,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Trent Taylor,CIN,WR
Eric Saubert,DEN,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Godwin Igwebuike,SEA,RB
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Corey Clement,ARI,RB
Tyler Boyd,CIN,WR
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Josh Reynolds,DET,WR
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Pharoh Cooper,ARI,WR
Dan Arnold,JAC,TE
Mike White,NYJ,QB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Gus Edwards,BAL,RB
Baker Mayfield,LAR,QB
Kevin Rader,TEN,TE
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Dalvin Cook,MIN,RB
Jonnu Smith,NE,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Deshaun Watson,CLE,QB
Brandon Powell,LAR,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Chris Myarick,NYG,RB
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Trenton Irwin,CIN,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
Michael Gallup,DAL,WR
Marlon Mack,DEN,RB
James Washington,DAL,WR
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
