player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Joe Flacco,NYJ,QB
Matt Ryan,IND,QB
Chad Henne,KC,QB
Andre Roberts,CAR,WR
Matthew Stafford,LAR,QB
Ryan Tannehill,TEN,QB
Taiwan Jones,BUF,RB
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Julio Jones,TB,WR
Travis Kelce,KC,TE
Mark Ingram,NO,RB
Ryan Griffin,CHI,TE
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Adam Thielen,MIN,WR
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Cameron Brate,TB,TE
Richard Rodgers,LAC,TE
Michael Burton,KC,RB
Damien Williams,ATL,RB
Raheem Mostert,MIA,RB
Robert Woods,TEN,WR
Eric Tomlinson,DEN,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
Darren Waller,LV,TE
Tyler Lockett,SEA,WR
Tyler Kroft,SF,TE
Chris Conley,HOU,WR
Jarvis Landry,NO,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Carson Wentz,WAS,QB
Tyler Higbee,LAR,TE
Phillip Dorsett,HOU,WR
DeVante Parker,NE,WR
Ty Montgomery,NE,WR
Stephen Anderson,ARI,TE
Sterling Shepard,NYG,WR
Mike Davis,BAL,RB
Michael Thomas,NO,WR
DeAndre Carter,LAC,WR
Melvin Gordon,DEN,RB
Jeff Driskel,HOU,QB
Robbie Anderson,CAR,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Sammy Watkins,GB,WR
Chris Moore,HOU,WR
Cooper Kupp,LAR,WR
Jamison Crowder,BUF,WR
C J Ham,MIN,RB
Dak Prescott,DAL,QB
J D McKissic,WAS,RB
Mike Evans,TB,WR
Hayden Hurst,CIN,TE
Allen Robinson,LAR,WR
Breshad Perriman,TB,WR
Mack Hollins,LV,WR
Geoff Swaim,TEN,TE
Mo Alie Cox,IND,TE
Brandin Cooks,HOU,WR
Marcus Mariota,ATL,QB
Kenny Golladay,NYG,WR
Byron Pringle,CHI,WR
Cody Hollister,TEN,WR
Cooper Rush,DAL,QB
Stefon Diggs,BUF,WR
Derrick Henry,TEN,RB
Jameis Winston,NO,QB
Kenyan Drake,BAL,RB
Jonathan Williams,WAS,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Eric Saubert,DEN,TE
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Pharaoh Brown,HOU,TE
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Trenton Cannon,TEN,RB
Kalif Raymond,DET,WR
Mike Thomas,CIN,WR
Mitchell Trubisky,PIT,QB
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Tyler Boyd,CIN,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
Dallas Goedert,PHI,TE
KhaDarel Hodge,ATL,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Ross Dwelley,SF,TE
Josh Reynolds,DET,WR
Sony Michel,LAC,RB
Anthony Firkser,ATL,TE
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,CAR,QB
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Jonnu Smith,NE,TE
Trace McSorley,ARI,QB
Richie James,NYG,WR
Mark Andrews,BAL,TE
Terry McLaurin,WAS,WR
Brandon Powell,LAR,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Chris Myarick,NYG,RB
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Jeff Wilson,SF,RB
Cedrick Wilson,MIA,WR
Jody Fortson,KC,TE
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Cam Sims,WAS,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Rashaad Penny,SEA,RB
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
Chase Edmonds,MIA,RB
Drew Sample,CIN,TE
D Onta Foreman,CAR,RB
Andrew Beck,DEN,TE
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,CAR,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Ben Ellefson,MIN,TE
Juwann Winfree,GB,WR
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
Juwan Johnson,NO,TE
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Jakobi Meyers,NE,WR
Nyheim Hines,IND,RB
Dawson Knox,BUF,TE
Andy Isabella,ARI,WR
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Josiah Deguara,GB,TE
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
D Wayne Eskridge,SEA,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Jalen Guyton,LAC,WR
David Montgomery,CHI,RB
K J Osborn,MIN,WR
A J Brown,PHI,WR
Ben Skowronek,LAR,WR
T J Hockenson,DET,TE
Noah Togiai,PHI,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Kyler Murray,ARI,QB
Mike Strachan,IND,WR
Lawrence Cager,NYJ,TE
Darrell Henderson,LAR,RB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Tyrie Cleveland,DEN,WR
Jonathan Ward,ARI,RB
Michael Pittman,IND,WR
Darnell Mooney,CHI,WR
Simi Fehoko,DAL,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Deonte Harty,NO,WR
Armani Rogers,WAS,TE
D K Metcalf,SEA,WR
Zack Moss,BUF,RB
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Benny Snell,PIT,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Kylen Granson,IND,TE
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Albert Okwuegbunam,DEN,TE
AJ Dillon,GB,RB
Elijah Mitchell,SF,RB
Greg Dortch,ARI,WR
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,PIT,WR
Avery Williams,ATL,RB
Demetric Felton,CLE,WR
Travis Homer,SEA,RB
Jalen Hurts,PHI,QB
James Robinson,JAC,RB
Irv Smith,MIN,TE
Mac Jones,NE,QB
DeeJay Dallas,SEA,RB
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
Bryan Edwards,ATL,WR
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Troy Hairston,HOU,TE
Zander Horvath,LAC,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
Jaelon Darden,TB,WR
D Andre Swift,DET,RB
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,NYG,WR
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Montrell Washington,DEN,WR
Kenneth Gainwell,PHI,RB
Nico Collins,HOU,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Eno Benjamin,ARI,RB
Cade Otton,TB,TE
Jerry Jeudy,DEN,WR
Dennis Houston,DAL,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Jordan Mason,SF,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Kyle Philips,TEN,WR
Dax Milne,WAS,WR
Cam Akers,LAR,RB
KJ Hamler,DEN,WR
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
