player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Matt Ryan,IND,QB
DeSean Jackson,BAL,WR
Andy Dalton,NO,QB
Ryan Tannehill,TEN,QB
A J Green,ARI,WR
Kirk Cousins,MIN,QB
Russell Wilson,DEN,QB
Julio Jones,TB,WR
Travis Kelce,KC,TE
Mark Ingram,NO,RB
Latavius Murray,DEN,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Randall Cobb,GB,WR
Taysom Hill,NO,TE
Adam Thielen,MIN,WR
Geno Smith,SEA,QB
Marquise Goodwin,SEA,WR
Cordarrelle Patterson,ATL,RB
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Logan Thomas,WAS,TE
Cameron Brate,TB,TE
Jimmy Garoppolo,SF,QB
Trevor Siemian,CHI,QB
MyCole Pruitt,ATL,TE
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,ARI,WR
Kevin White,NO,WR
Tyler Lockett,SEA,WR
Alex Erickson,WAS,WR
Derek Watt,PIT,RB
Jarvis Landry,NO,WR
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Nick Boyle,BAL,TE
Taylor Heinicke,WAS,QB
DeAndre Carter,LAC,WR
Keelan Cole,LV,WR
Robbie Anderson,ARI,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Chris Moore,HOU,WR
Dak Prescott,DAL,QB
Mike Evans,TB,WR
Hayden Hurst,CIN,TE
Breshad Perriman,TB,WR
Mack Hollins,LV,WR
Geoff Swaim,TEN,TE
Mo Alie Cox,IND,TE
Brandin Cooks,HOU,WR
George Kittle,SF,TE
Marcus Mariota,ATL,QB
Byron Pringle,CHI,WR
Cody Hollister,TEN,WR
Stefon Diggs,BUF,WR
C J Board,TEN,WR
Derrick Henry,TEN,RB
Kenyan Drake,BAL,RB
Jonathan Williams,WAS,RB
Tyreek Hill,MIA,WR
Dwayne Washington,NO,RB
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Demarcus Robinson,BAL,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
River Cracraft,MIA,WR
Corey Clement,ARI,RB
Tyler Boyd,CIN,WR
Tanner Hudson,NYG,TE
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
Corey Davis,NYJ,WR
Anthony Firkser,ATL,TE
Dontrell Hilliard,TEN,RB
Matt Breida,NYG,RB
Pharoh Cooper,ARI,WR
Mike White,NYJ,QB
Zay Jones,JAC,WR
Jamal Agnew,JAC,WR
Justin Watson,KC,WR
Jamaal Williams,DET,RB
Isaiah McKenzie,BUF,WR
Gus Edwards,BAL,RB
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Parker Hesse,ATL,TE
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Kendrick Bourne,NE,WR
Durham Smythe,MIA,TE
Dalvin Cook,MIN,RB
Mark Andrews,BAL,TE
Richie James,NYG,WR
Brandon Powell,LAR,WR
Trevon Wesco,CHI,TE
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Chris Myarick,NYG,RB
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Jeff Wilson,MIA,RB
Cedrick Wilson,MIA,WR
Jody Fortson,KC,TE
Trenton Irwin,CIN,WR
Allen Lazard,GB,WR
Nick Chubb,CLE,RB
Tre Quan Smith,NO,WR
Noah Brown,DAL,WR
Deebo Samuel,SF,WR
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
Michael Gallup,DAL,WR
Marlon Mack,DEN,RB
Kyle Allen,HOU,QB
D Onta Foreman,CAR,RB
Justin Jackson,DET,RB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Khari Blasingame,CHI,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Van Jefferson,LAR,WR
Tom Kennedy,DET,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
James Proche,BAL,WR
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Devine Ozigbo,DEN,RB
Ray Ray McCloud,SF,WR
Jakobi Meyers,NE,WR
Nyheim Hines,BUF,RB
Dawson Knox,BUF,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Bryce Perkins,LAR,QB
Andre Baccellia,ARI,WR
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Adam Prentice,NO,RB
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Myles Gaskin,MIA,RB
Kendall Hinton,DEN,WR
Jesper Horsted,LV,WR
Britain Covey,PHI,WR
Josh Oliver,BAL,TE
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Steven Sims,PIT,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Jacob Harris,LAR,WR
Miles Sanders,PHI,RB
Tony Pollard,DAL,RB
Ke Shawn Vaughn,TB,RB
Foster Moreau,LV,TE
Velus Jones,CHI,WR
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Skylar Thompson,MIA,QB
Sam Darnold,CAR,QB
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Ronald Jones,KC,RB
Kyler Murray,ARI,QB
Lawrence Cager,NYG,TE
Reggie Gilliam,BUF,RB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Michael Bandy,LAC,WR
D K Metcalf,SEA,WR
Zack Moss,IND,RB
Ko Kieft,TB,TE
Josh Jacobs,LV,RB
Kene Nwangwu,MIN,RB
Benny Snell,PIT,RB
Rhamondre Stevenson,NE,RB
Tua Tagovailoa,MIA,QB
Anthony McFarland,PIT,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Harrison Bryant,CLE,TE
AJ Dillon,GB,RB
Elijah Mitchell,SF,RB
Tim Jones,JAC,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,CHI,WR
Darrynton Evans,CHI,RB
Jalen Virgil,DEN,WR
Avery Williams,ATL,RB
Brandon Johnson,DEN,WR
Travis Homer,SEA,RB
Jalen Hurts,PHI,QB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
DeeJay Dallas,SEA,RB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Pat Freiermuth,PIT,TE
Isaiah Hodgins,NYG,WR
Shi Smith,CAR,WR
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Cody White,PIT,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Jalen Reagor,MIN,WR
Rachaad White,TB,RB
Jaelon Darden,TB,WR
D Andre Swift,DET,RB
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Jake Ferguson,DAL,TE
Connor Heyward,PIT,TE
Quintin Morris,BUF,TE
Travis Etienne,JAC,RB
Donovan Peoples Jones,CLE,WR
Lance McCutcheon,LAR,WR
Isiah Pacheco,KC,RB
Gary Brightwell,NYG,RB
Jalen Nailor,MIN,WR
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Peyton Hendershot,DAL,TE
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
James Mitchell,DET,TE
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Keaontay Ingram,ARI,RB
Amon Ra St Brown,DET,WR
Dyami Brown,WAS,WR
Trey McBride,ARI,TE
Hassan Haskins,TEN,RB
Snoop Conner,JAC,RB
Dameon Pierce,HOU,RB
Teagan Quitoriano,HOU,TE
Cole Turner,WAS,TE
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Greg Dulcich,DEN,TE
