player,team,pos
Tom Brady,TB,QB
Aaron Rodgers,GB,QB
Matt Ryan,IND,QB
Chad Henne,KC,QB
Andy Dalton,NO,QB
Ryan Tannehill,TEN,QB
Travis Kelce,KC,TE
Kyle Rudolph,TB,TE
Mark Ingram,NO,RB
Ryan Griffin,CHI,TE
Latavius Murray,DEN,RB
Brandon Bolden,LV,RB
Marvin Jones,JAC,WR
Rex Burkhead,HOU,RB
Taysom Hill,NO,TE
Geno Smith,SEA,QB
Zach Ertz,ARI,TE
Marquise Goodwin,SEA,WR
Derek Carr,LV,QB
Kyle Juszczyk,SF,RB
Jimmy Garoppolo,SF,QB
Michael Burton,KC,RB
Raheem Mostert,MIA,RB
Robert Woods,TEN,WR
Jordan Akins,HOU,TE
Eric Tomlinson,DEN,TE
Keenan Allen,LAC,WR
Jerick McKinnon,KC,RB
DeAndre Hopkins,ARI,WR
Kevin White,NO,WR
Tyler Lockett,SEA,WR
Derek Watt,PIT,RB
Jacoby Brissett,CLE,QB
Davante Adams,LV,WR
Phillip Dorsett,HOU,WR
C J Uzomah,NYJ,TE
DeVante Parker,NE,WR
Damiere Byrd,ATL,WR
Stephen Anderson,ARI,TE
Taylor Heinicke,WAS,QB
DeAndre Carter,LAC,WR
Melvin Gordon,DEN,RB
Robbie Anderson,ARI,WR
Nelson Agholor,NE,WR
Ameer Abdullah,LV,RB
Sammy Watkins,GB,WR
Chris Moore,HOU,WR
Dak Prescott,DAL,QB
J D McKissic,WAS,RB
Mike Evans,TB,WR
Hayden Hurst,CIN,TE
Mack Hollins,LV,WR
Geoff Swaim,TEN,TE
Brandin Cooks,HOU,WR
George Kittle,SF,TE
Marcus Mariota,ATL,QB
Cody Hollister,TEN,WR
Derrick Henry,TEN,RB
Kenyan Drake,BAL,RB
Justin Hardee,NYJ,WR
Tyreek Hill,MIA,WR
Trent Taylor,CIN,WR
Robert Tonyan,GB,TE
Eric Saubert,DEN,TE
Pharaoh Brown,CLE,TE
Dare Ogunbowale,HOU,RB
Patrick Ricard,BAL,RB
Amari Cooper,CLE,WR
Gerald Everett,LAC,TE
Marcus Johnson,NYG,WR
Kalif Raymond,DET,WR
Evan Engram,JAC,TE
Mike Williams,LAC,WR
Marquez Valdes Scantling,KC,WR
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Tanner Hudson,NYG,TE
Tyler Boyd,CIN,WR
Aaron Jones,GB,RB
Hunter Henry,NE,TE
KhaDarel Hodge,ATL,WR
Corey Davis,NYJ,WR
Leonard Fournette,TB,RB
Josh Reynolds,DET,WR
Sony Michel,LAC,RB
Dontrell Hilliard,TEN,RB
P J Walker,CAR,QB
Matt Breida,NYG,RB
Dan Arnold,JAC,TE
Zay Jones,JAC,WR
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Gus Edwards,BAL,RB
Kevin Rader,TEN,TE
Austin Ekeler,LAC,RB
Jason Moore,LAC,WR
Mike Boone,DEN,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kareem Hunt,CLE,RB
Marcus Kemp,KC,WR
Jonnu Smith,NE,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Mike Gesicki,MIA,TE
Braxton Berrios,NYJ,WR
Chris Myarick,NYG,RB
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Jeff Wilson,SF,RB
Cedrick Wilson,MIA,WR
Jody Fortson,KC,TE
Allen Lazard,GB,WR
Hunter Renfrow,LV,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Cam Sims,WAS,WR
Tre Quan Smith,NO,WR
Deebo Samuel,SF,WR
Russell Gage,TB,WR
Trent Sherfield,MIA,WR
Chris Godwin,TB,WR
D Ernest Johnson,CLE,RB
Michael Gallup,DAL,WR
Chase Edmonds,MIA,RB
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
Andrew Beck,DEN,TE
David Sills,NYG,WR
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Craig Reynolds,DET,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Brett Rypien,DEN,QB
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
Tom Kennedy,DET,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
Juwan Johnson,NO,TE
Equanimeous St Brown,CHI,WR
Ray Ray McCloud,SF,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Jakobi Meyers,NE,WR
Nyheim Hines,IND,RB
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
DJ Turner,LV,WR
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Kendall Hinton,DEN,WR
Josh Oliver,BAL,TE
Nick Westbrook Ikhine,TEN,WR
D Wayne Eskridge,SEA,WR
Tyler Davis,GB,TE
D J Moore,CAR,WR
Jeff Smith,NYJ,WR
Tony Pollard,DAL,RB
Foster Moreau,LV,TE
Daniel Jones,NYG,QB
David Montgomery,CHI,RB
T J Hockenson,DET,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Scott Miller,TB,WR
Kyler Murray,ARI,QB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Chris Evans,CIN,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Darnell Mooney,CHI,WR
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Armani Rogers,WAS,TE
Michael Bandy,LAC,WR
D K Metcalf,SEA,WR
N Keal Harry,CHI,WR
Feleipe Franks,ATL,QB
Ko Kieft,TB,TE
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Benny Snell,PIT,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Samori Toure,GB,WR
Kylen Granson,IND,TE
Marquez Callaway,NO,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
AJ Dillon,GB,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Antonio Gibson,WAS,RB
Chase Claypool,PIT,WR
Avery Williams,ATL,RB
James Robinson,JAC,RB
Mason Kinsey,TEN,WR
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
DeeJay Dallas,SEA,RB
Laviska Shenault,CAR,WR
Jelani Woods,IND,TE
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Troy Hairston,HOU,TE
Trestan Ebner,CHI,RB
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
Jaelon Darden,TB,WR
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Danny Gray,SF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Eno Benjamin,ARI,RB
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Dax Milne,WAS,WR
KJ Hamler,DEN,WR
Zach Wilson,NYJ,QB
Chig Okonkwo,TEN,TE
Zamir White,LV,RB
Amari Rodgers,GB,WR
Trevor Lawrence,JAC,QB
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
Trey McBride,ARI,TE
Hassan Haskins,TEN,RB
Rashod Bateman,BAL,WR
Brock Purdy,SF,QB
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Cole Turner,WAS,TE
Greg Dulcich,DEN,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Tyrion Davis Price,SF,RB
David Bell,CLE,WR
Wan Dale Robinson,NYG,WR
George Pickens,PIT,WR
Breece Hall,NYJ,RB
Drake London,ATL,WR
Isaiah Spiller,LAC,RB
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
Richard Rodgers,LAC,TE
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Nick Boyle,BAL,TE
Brandon Zylstra,DET,WR
Tevin Coleman,SF,RB
J P Holtz,NO,TE
Breshad Perriman,TB,WR
Mo Alie Cox,IND,TE
Dwayne Washington,NO,RB
Alex Armah,WAS,RB
Mike Thomas,CIN,WR
Corey Clement,ARI,RB
O J Howard,HOU,TE
Jakob Johnson,LV,RB
Ross Dwelley,SF,TE
Cullen Gillaspia,SEA,RB
Parker Hesse,ATL,TE
Trevon Wesco,CHI,TE
