"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Cooper Kupp",LAR,"vs. CAR","3 out of 5 stars","A+","19.4"
"2","Stefon Diggs",BUF,"at KC","3 out of 5 stars","A+","18.0"
"3","Justin Jefferson",MIN,"at MIA","2 out of 5 stars","A+","16.6"
"4","Ja'Marr Chase",CIN,"at NO","2 out of 5 stars","A+","16.2"
"5","Deebo Samuel",SF,"at ATL","3 out of 5 stars","A+","15.3"
"6","Mike Evans",TB,"at PIT","4 out of 5 stars","A","15.0"
"7","Marquise Brown",ARI,"at SEA","3 out of 5 stars","A","13.9"
"8","A.J. Brown",PHI,"vs. DAL","3 out of 5 stars","A","13.8"
"9","Tyreek Hill",MIA,"vs. MIN","3 out of 5 stars","A","13.7"
"10","DK Metcalf",SEA,"vs. ARI","3 out of 5 stars","A","13.7"
"11","CeeDee Lamb",DAL,"at PHI","2 out of 5 stars","A","13.6"
"12","Courtland Sutton",DEN,"at LAC","3 out of 5 stars","A","13.4"
"13","Mike Williams",LAC,"vs. DEN","3 out of 5 stars","A","13.2"
"14","Tyler Lockett",SEA,"vs. ARI","3 out of 5 stars","A","12.4"
"15","Michael Pittman Jr.",IND,"vs. JAC","4 out of 5 stars","A-","12.0"
"16","Gabe Davis",BUF,"at KC","3 out of 5 stars","A-","11.9"
"17","Jaylen Waddle",MIA,"vs. MIN","3 out of 5 stars","A-","11.8"
"18","Christian Kirk",JAC,"at IND","4 out of 5 stars","A-","11.7"
"19","Chris Godwin",TB,"at PIT","4 out of 5 stars","A-","11.7"
"20","Amari Cooper",CLE,"vs. NE","3 out of 5 stars","B+","11.5"
"21","Diontae Johnson",PIT,"vs. TB","3 out of 5 stars","B+","11.3"
"22","DeVonta Smith",PHI,"vs. DAL","3 out of 5 stars","B","11.2"
"23","Curtis Samuel",WAS,"at CHI","3 out of 5 stars","B","11.0"
"24","Allen Lazard",GB,"vs. NYJ","3 out of 5 stars","B","10.9"
"25","Terry McLaurin",WAS,"at CHI","3 out of 5 stars","B","10.7"
"26","Tee Higgins",CIN,"at NO","2 out of 5 stars","B+","10.3"
"27","Drake London",ATL,"vs. SF","4 out of 5 stars","B","10.3"
"28","Jakobi Meyers",NE,"at CLE","3 out of 5 stars","B-","10.2"
"29","Adam Thielen",MIN,"at MIA","2 out of 5 stars","B","10.2"
"30","Chris Olave",NO,"vs. CIN","3 out of 5 stars","B","9.9"
"31","Jerry Jeudy",DEN,"at LAC","3 out of 5 stars","B-","9.7"
"32","Romeo Doubs",GB,"vs. NYJ","3 out of 5 stars","B-","9.6"
"33","Brandon Aiyuk",SF,"at ATL","3 out of 5 stars","B-","9.4"
"34","JuJu Smith-Schuster",KC,"vs. BUF","3 out of 5 stars","C+","9.4"
"35","DJ Moore",CAR,"at LAR","3 out of 5 stars","C+","9.4"
"36","Garrett Wilson",NYJ,"at GB","3 out of 5 stars","C+","9.3"
"37","George Pickens",PIT,"vs. TB","3 out of 5 stars","C+","8.9"
"38","Darnell Mooney",CHI,"vs. WAS","4 out of 5 stars","C+","8.9"
"39","Rondale Moore",ARI,"at SEA","3 out of 5 stars","C+","8.5"
"40","Devin Duvernay",BAL,"at NYG","3 out of 5 stars","C","8.2"
"41","Tyler Boyd",CIN,"at NO","2 out of 5 stars","C","8.1"
"42","Marquez Valdes-Scantling",KC,"vs. BUF","3 out of 5 stars","C","8.1"
"43","Alec Pierce",IND,"vs. JAC","4 out of 5 stars","C","7.7"
"44","Elijah Moore",NYJ,"at GB","3 out of 5 stars","C","7.6"
"45","Michael Gallup",DAL,"at PHI","2 out of 5 stars","C","7.6"
