Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1,Tom Brady,32,1,0,0,0,100.0,Sun,7,7,2022-10-23,45-081,TAM,@,CAR,L 3-21,32,49,17,65.3,290,0,0,0,0.0,0.0,81.2,1,14,2.00,5.9,5.92,5.52,9.1,46.0,1,1,1.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,1,0,0,0,67,100.0,0,0.0,0,0.0,QB,BradTo00
2,Aaron Rodgers,23,0,0,0,1,100.0,Sun,7,7,2022-10-23,38-325,GNB,@,WAS,L 21-23,23,35,12,65.7,194,2,0,0,5.7,0.0,99.0,0,0,0.00,5.5,6.69,6.69,8.4,48.6,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,9,0,0,54,100.0,0,0.0,0,0.0,QB,RodgAa00
3,Matt Ryan,33,1,0,0,0,100.0,Sun,7,7,2022-10-23,37-159,IND,@,TEN,L 10-19,33,44,11,75.0,243,1,2,1,2.3,4.5,76.2,3,16,6.38,5.5,3.93,3.34,7.4,53.2,1,2,2.0,0,0,0.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0,QB,RyanMa00
4,Chad Henne,0,3,0,0,0,9.4,Sun,7,7,2022-10-23,37-113,KAN,@,SFO,W 44-23,0,2,2,0.0,0,0,0,0,0.0,0.0,39.6,0,0,0.00,0.0,0.00,0.00,,0.0,3,-3,-1.0,0,,0.0,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,6,9.4,0,0.0,0,0.0,QB,HennCh01
5,Andy Dalton,30,4,0,0,0,98.6,Thu,7,7,2022-10-20,34-356,NOR,@,ARI,L 34-42,30,47,17,63.8,361,4,3,2,8.5,6.4,89.1,0,0,0.00,7.7,6.51,6.51,12.0,53.2,4,21,5.3,0,2,75.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,98.6,0,0.0,0,0.0,QB,DaltAn00
6,Ryan Tannehill,13,4,0,0,1,98.3,Sun,6,7,2022-10-23,34-088,TEN,,IND,W 19-10,13,20,7,65.0,132,0,0,0,0.0,0.0,83.7,2,16,9.09,6.6,6.60,5.27,10.2,40.9,4,6,1.5,0,1,25.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,-1,0,0,58,98.3,0,0.0,0,0.0,QB,TannRy00
7,Travis Kelce,0,0,8,0,0,78.1,Sun,7,7,2022-10-23,33-018,KAN,@,SFO,W 44-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,8,6,98,16.3,0,75.0,12.3,4,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,78.1,0,0.0,0,0.0,TE,KelcTr00
8,Kyle Rudolph,0,0,1,0,0,11.9,Sun,7,7,2022-10-23,32-348,TAM,@,CAR,L 3-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,8,8.0,0,100.0,8.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,11.9,0,0.0,0,0.0,TE,RudoKy00
9,Mark Ingram,0,4,3,0,0,27.8,Thu,7,7,2022-10-20,32-303,NOR,@,ARI,L 34-42,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,6,1.5,0,1,50.0,3,3,16,5.3,0,100.0,5.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,27.8,0,0.0,0,0.0,RB,IngrMa01
10,Ryan Griffin,0,0,1,0,0,15.5,Mon,7,7,2022-10-24,32-286,CHI,@,NWE,W 33-14,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,5,5.0,0,100.0,5.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,11,15.5,0,0.0,9,36.0,TE,GrifRy00
